CHR	START1	START2	END	SCORE	STRAND
chr1	150440000	150440001	chr1:150455000-150455001,7.04100561141968	7.04100561141968	.
chr1	150415000	150415001	chr1:150460000-150460001,5.74832582473755	5.74832582473755	.
chr1	150425000	150425001	chr1:150460000-150460001,4.76341962814331	4.76341962814331	.
chr1	150410000	150410001	chr1:150465000-150465001,3.69213151931763	3.69213151931763	.
chr1	150445000	150445001	chr1:150465000-150465001,3.80222916603088	3.80222916603088	.
chr1	150450000	150450001	chr1:150465000-150465001,3.5011875629425	3.5011875629425	.
chr1	149965000	149965001	chr1:150470000-150470001,4.0130410194397	4.0130410194397	.
chr1	150405000	150405001	chr1:150470000-150470001,3.04775452613831	3.04775452613831	.
chr1	150455000	150455001	chr1:150470000-150470001,10.3151082992554	10.3151082992554	.
chr1	150420000	150420001	chr1:150475000-150475001,3.84735465049744	3.84735465049744	.
chr1	150440000	150440001	chr1:150475000-150475001,5.00810718536377	5.00810718536377	.
chr1	150455000	150455001	chr1:150475000-150475001,3.71970844268799	3.71970844268799	.
chr1	150460000	150460001	chr1:150475000-150475001,3.93059206008911	3.93059206008911	.
chr1	150335000	150335001	chr1:150480000-150480001,3.84958481788635	3.84958481788635	.
chr1	150425000	150425001	chr1:150480000-150480001,3.5784592628479	3.5784592628479	.
chr1	150445000	150445001	chr1:150480000-150480001,3.2602756023407	3.2602756023407	.
chr1	150450000	150450001	chr1:150480000-150480001,4.50321483612061	4.50321483612061	.
chr1	150465000	150465001	chr1:150480000-150480001,7.68663930892944	7.68663930892944	.
chr1	150470000	150470001	chr1:150485000-150485001,3.22866988182068	3.22866988182068	.
chr1	150475000	150475001	chr1:150490000-150490001,3.86502194404602	3.86502194404602	.
chr1	149880000	149880001	chr1:150495000-150495001,3.32631659507751	3.32631659507751	.
chr1	150465000	150465001	chr1:150495000-150495001,4.25944137573242	4.25944137573242	.
chr1	150395000	150395001	chr1:150500000-150500001,3.54349446296692	3.54349446296692	.
chr1	150480000	150480001	chr1:150500000-150500001,4.60474634170532	4.60474634170532	.
chr1	150475000	150475001	chr1:150505000-150505001,3.14324712753296	3.14324712753296	.
chr1	150490000	150490001	chr1:150505000-150505001,6.12239551544189	6.12239551544189	.
chr1	150385000	150385001	chr1:150510000-150510001,4.98997497558594	4.98997497558594	.
chr1	150435000	150435001	chr1:150510000-150510001,4.11851692199707	4.11851692199707	.
chr1	150480000	150480001	chr1:150510000-150510001,4.99569702148438	4.99569702148438	.
chr1	150485000	150485001	chr1:150510000-150510001,4.43202447891235	4.43202447891235	.
chr1	150465000	150465001	chr1:150520000-150520001,3.68550324440002	3.68550324440002	.
chr1	150490000	150490001	chr1:150520000-150520001,4.13646745681763	4.13646745681763	.
chr1	150440000	150440001	chr1:150525000-150525001,4.72475337982178	4.72475337982178	.
chr1	150490000	150490001	chr1:150525000-150525001,5.4695143699646	5.4695143699646	.
chr1	149790000	149790001	chr1:150530000-150530001,35.9559783935547	35.9559783935547	.
chr1	150455000	150455001	chr1:150530000-150530001,3.6909818649292	3.6909818649292	.
chr1	150515000	150515001	chr1:150530000-150530001,4.0386848449707	4.0386848449707	.
chr1	150470000	150470001	chr1:150535000-150535001,3.09523129463196	3.09523129463196	.
chr1	150510000	150510001	chr1:150535000-150535001,3.77675771713257	3.77675771713257	.
chr1	150080000	150080001	chr1:150540000-150540001,3.76648497581482	3.76648497581482	.
chr1	150510000	150510001	chr1:150540000-150540001,6.35832691192627	6.35832691192627	.
chr1	150520000	150520001	chr1:150540000-150540001,3.0166220664978	3.0166220664978	.
chr1	150510000	150510001	chr1:150545000-150545001,3.49658536911011	3.49658536911011	.
chr1	150530000	150530001	chr1:150545000-150545001,3.07614994049072	3.07614994049072	.
chr1	150530000	150530001	chr1:150550000-150550001,3.52737975120544	3.52737975120544	.
chr1	150535000	150535001	chr1:150550000-150550001,3.81737637519836	3.81737637519836	.
chr1	150430000	150430001	chr1:150555000-150555001,6.39532279968262	6.39532279968262	.
chr1	150495000	150495001	chr1:150555000-150555001,3.45732402801514	3.45732402801514	.
chr1	150510000	150510001	chr1:150555000-150555001,3.15265321731567	3.15265321731567	.
chr1	150530000	150530001	chr1:150555000-150555001,5.54714584350586	5.54714584350586	.
chr1	150535000	150535001	chr1:150555000-150555001,4.71679496765137	4.71679496765137	.
chr1	150540000	150540001	chr1:150560000-150560001,3.1881308555603	3.1881308555603	.
chr1	150545000	150545001	chr1:150560000-150560001,4.38305997848511	4.38305997848511	.
chr1	150520000	150520001	chr1:150565000-150565001,3.71771550178528	3.71771550178528	.
chr1	150540000	150540001	chr1:150570000-150570001,3.04285097122192	3.04285097122192	.
chr1	149630000	149630001	chr1:150575000-150575001,10.5719547271729	10.5719547271729	.
chr1	150560000	150560001	chr1:150575000-150575001,4.66814947128296	4.66814947128296	.
chr1	150560000	150560001	chr1:150580000-150580001,3.12634587287903	3.12634587287903	.
chr1	150565000	150565001	chr1:150580000-150580001,4.83875370025635	4.83875370025635	.
chr1	150470000	150470001	chr1:150585000-150585001,3.22636795043945	3.22636795043945	.
chr1	150520000	150520001	chr1:150585000-150585001,5.60323905944824	5.60323905944824	.
chr1	150560000	150560001	chr1:150585000-150585001,3.94787287712097	3.94787287712097	.
chr1	150565000	150565001	chr1:150585000-150585001,7.63782501220703	7.63782501220703	.
chr1	150570000	150570001	chr1:150590000-150590001,5.51034736633301	5.51034736633301	.
chr1	150575000	150575001	chr1:150590000-150590001,4.202392578125	4.202392578125	.
chr1	150560000	150560001	chr1:150595000-150595001,4.59838151931763	4.59838151931763	.
chr1	150565000	150565001	chr1:150595000-150595001,3.55853724479675	3.55853724479675	.
chr1	150580000	150580001	chr1:150600000-150600001,3.20459198951721	3.20459198951721	.
chr1	150585000	150585001	chr1:150600000-150600001,3.64201211929321	3.64201211929321	.
chr1	150080000	150080001	chr1:150605000-150605001,3.2301664352417	3.2301664352417	.
chr1	150470000	150470001	chr1:150605000-150605001,4.4689507484436	4.4689507484436	.
chr1	150525000	150525001	chr1:150605000-150605001,4.56107759475708	4.56107759475708	.
chr1	150415000	150415001	chr1:150610000-150610001,3.60753488540649	3.60753488540649	.
chr1	150565000	150565001	chr1:150610000-150610001,3.23875308036804	3.23875308036804	.
chr1	150575000	150575001	chr1:150610000-150610001,3.36696982383728	3.36696982383728	.
chr1	150580000	150580001	chr1:150610000-150610001,3.43607139587402	3.43607139587402	.
chr1	150585000	150585001	chr1:150610000-150610001,3.25424003601074	3.25424003601074	.
chr1	150590000	150590001	chr1:150610000-150610001,6.34540843963623	6.34540843963623	.
chr1	149810000	149810001	chr1:150615000-150615001,4.40345001220703	4.40345001220703	.
chr1	150325000	150325001	chr1:150620000-150620001,3.08307981491089	3.08307981491089	.
chr1	150430000	150430001	chr1:150620000-150620001,3.26302433013916	3.26302433013916	.
chr1	150560000	150560001	chr1:150620000-150620001,6.45234155654907	6.45234155654907	.
chr1	150575000	150575001	chr1:150620000-150620001,4.07858848571777	4.07858848571777	.
chr1	150600000	150600001	chr1:150620000-150620001,3.9682981967926	3.9682981967926	.
chr1	150605000	150605001	chr1:150620000-150620001,3.47469973564148	3.47469973564148	.
chr1	150610000	150610001	chr1:150625000-150625001,3.23256659507751	3.23256659507751	.
chr1	150570000	150570001	chr1:150630000-150630001,3.06066608428955	3.06066608428955	.
chr1	150620000	150620001	chr1:150635000-150635001,4.09714460372925	4.09714460372925	.
chr1	150470000	150470001	chr1:150640000-150640001,3.14561128616333	3.14561128616333	.
chr1	150610000	150610001	chr1:150640000-150640001,3.17278575897217	3.17278575897217	.
chr1	150620000	150620001	chr1:150640000-150640001,4.89155292510986	4.89155292510986	.
chr1	150465000	150465001	chr1:150645000-150645001,3.8125946521759	3.8125946521759	.
chr1	150555000	150555001	chr1:150645000-150645001,3.09462523460388	3.09462523460388	.
chr1	150620000	150620001	chr1:150645000-150645001,3.15788221359253	3.15788221359253	.
chr1	150630000	150630001	chr1:150645000-150645001,6.27783632278442	6.27783632278442	.
chr1	150630000	150630001	chr1:150655000-150655001,3.54353594779968	3.54353594779968	.
chr1	150635000	150635001	chr1:150655000-150655001,3.56249523162842	3.56249523162842	.
chr1	150445000	150445001	chr1:150660000-150660001,3.34597444534302	3.34597444534302	.
chr1	150630000	150630001	chr1:150660000-150660001,4.05923509597778	4.05923509597778	.
chr1	150640000	150640001	chr1:150660000-150660001,3.89777779579163	3.89777779579163	.
chr1	150650000	150650001	chr1:150665000-150665001,3.07878446578979	3.07878446578979	.
chr1	150595000	150595001	chr1:150670000-150670001,4.47362613677979	4.47362613677979	.
chr1	150640000	150640001	chr1:150670000-150670001,3.74463081359863	3.74463081359863	.
chr1	150645000	150645001	chr1:150670000-150670001,12.0872688293457	12.0872688293457	.
chr1	150655000	150655001	chr1:150670000-150670001,4.09360837936401	4.09360837936401	.
chr1	150350000	150350001	chr1:150675000-150675001,3.54458236694336	3.54458236694336	.
chr1	150470000	150470001	chr1:150675000-150675001,3.64453029632568	3.64453029632568	.
chr1	150470000	150470001	chr1:150680000-150680001,3.63649272918701	3.63649272918701	.
chr1	150665000	150665001	chr1:150680000-150680001,4.11406087875366	4.11406087875366	.
chr1	150455000	150455001	chr1:150685000-150685001,3.67434000968933	3.67434000968933	.
chr1	150570000	150570001	chr1:150685000-150685001,4.23201274871826	4.23201274871826	.
chr1	150415000	150415001	chr1:150690000-150690001,4.09741544723511	4.09741544723511	.
chr1	150675000	150675001	chr1:150690000-150690001,4.17519474029541	4.17519474029541	.
chr1	150675000	150675001	chr1:150695000-150695001,3.0072078704834	3.0072078704834	.
chr1	150675000	150675001	chr1:150700000-150700001,3.53835892677307	3.53835892677307	.
chr1	150685000	150685001	chr1:150700000-150700001,5.27721452713013	5.27721452713013	.
chr1	150375000	150375001	chr1:150705000-150705001,3.23990488052368	3.23990488052368	.
chr1	150570000	150570001	chr1:150705000-150705001,3.08934712409973	3.08934712409973	.
chr1	150645000	150645001	chr1:150705000-150705001,3.16833257675171	3.16833257675171	.
chr1	150680000	150680001	chr1:150705000-150705001,5.67360734939575	5.67360734939575	.
chr1	150675000	150675001	chr1:150710000-150710001,3.621422290802	3.621422290802	.
chr1	150690000	150690001	chr1:150710000-150710001,3.86010503768921	3.86010503768921	.
chr1	150695000	150695001	chr1:150710000-150710001,4.29676961898804	4.29676961898804	.
chr1	150675000	150675001	chr1:150715000-150715001,3.27039408683777	3.27039408683777	.
chr1	150680000	150680001	chr1:150715000-150715001,3.26318168640137	3.26318168640137	.
chr1	150700000	150700001	chr1:150715000-150715001,4.43135452270508	4.43135452270508	.
chr1	150690000	150690001	chr1:150720000-150720001,5.64399814605713	5.64399814605713	.
chr1	150705000	150705001	chr1:150720000-150720001,6.72568130493164	6.72568130493164	.
chr1	150660000	150660001	chr1:150725000-150725001,5.05699443817139	5.05699443817139	.
chr1	150700000	150700001	chr1:150725000-150725001,3.96223998069763	3.96223998069763	.
chr1	150705000	150705001	chr1:150725000-150725001,6.36732482910156	6.36732482910156	.
chr1	150670000	150670001	chr1:150730000-150730001,4.45992279052734	4.45992279052734	.
chr1	150715000	150715001	chr1:150730000-150730001,5.04281711578369	5.04281711578369	.
chr1	150520000	150520001	chr1:150735000-150735001,4.40797805786133	4.40797805786133	.
chr1	150680000	150680001	chr1:150735000-150735001,4.08283472061157	4.08283472061157	.
chr1	150720000	150720001	chr1:150735000-150735001,4.14850902557373	4.14850902557373	.
chr1	150355000	150355001	chr1:150740000-150740001,3.49282264709473	3.49282264709473	.
chr1	150590000	150590001	chr1:150740000-150740001,4.70926332473755	4.70926332473755	.
chr1	150665000	150665001	chr1:150745000-150745001,4.49589586257935	4.49589586257935	.
chr1	150710000	150710001	chr1:150745000-150745001,3.94880628585815	3.94880628585815	.
chr1	150725000	150725001	chr1:150745000-150745001,3.18853402137756	3.18853402137756	.
chr1	150730000	150730001	chr1:150745000-150745001,5.8541522026062	5.8541522026062	.
chr1	150470000	150470001	chr1:150750000-150750001,3.39604616165161	3.39604616165161	.
chr1	150710000	150710001	chr1:150750000-150750001,3.37451362609863	3.37451362609863	.
chr1	150725000	150725001	chr1:150750000-150750001,4.08721685409546	4.08721685409546	.
chr1	150730000	150730001	chr1:150750000-150750001,5.62810134887695	5.62810134887695	.
chr1	150735000	150735001	chr1:150750000-150750001,5.71931409835815	5.71931409835815	.
chr1	150110000	150110001	chr1:150755000-150755001,3.11599206924438	3.11599206924438	.
chr1	150605000	150605001	chr1:150755000-150755001,5.42920017242432	5.42920017242432	.
chr1	150620000	150620001	chr1:150755000-150755001,3.20308423042297	3.20308423042297	.
chr1	150700000	150700001	chr1:150755000-150755001,3.99960398674011	3.99960398674011	.
chr1	150730000	150730001	chr1:150755000-150755001,6.82723665237427	6.82723665237427	.
chr1	150450000	150450001	chr1:150760000-150760001,4.25631380081177	4.25631380081177	.
chr1	150705000	150705001	chr1:150760000-150760001,3.01875352859497	3.01875352859497	.
chr1	150710000	150710001	chr1:150760000-150760001,3.84519791603088	3.84519791603088	.
chr1	150740000	150740001	chr1:150760000-150760001,11.5869770050049	11.5869770050049	.
chr1	150740000	150740001	chr1:150765000-150765001,3.62877297401428	3.62877297401428	.
chr1	150745000	150745001	chr1:150765000-150765001,3.36657905578613	3.36657905578613	.
chr1	150750000	150750001	chr1:150765000-150765001,4.58515882492065	4.58515882492065	.
chr1	150675000	150675001	chr1:150770000-150770001,3.31601524353027	3.31601524353027	.
chr1	150725000	150725001	chr1:150770000-150770001,3.71326041221619	3.71326041221619	.
chr1	150755000	150755001	chr1:150770000-150770001,5.62241458892822	5.62241458892822	.
chr1	150700000	150700001	chr1:150775000-150775001,4.41930150985718	4.41930150985718	.
chr1	150730000	150730001	chr1:150775000-150775001,3.35273385047913	3.35273385047913	.
chr1	150755000	150755001	chr1:150775000-150775001,3.68665361404419	3.68665361404419	.
chr1	150760000	150760001	chr1:150775000-150775001,5.19455099105835	5.19455099105835	.
chr1	150390000	150390001	chr1:150780000-150780001,3.13096976280212	3.13096976280212	.
chr1	150420000	150420001	chr1:150780000-150780001,3.30511403083801	3.30511403083801	.
chr1	150520000	150520001	chr1:150780000-150780001,3.64872360229492	3.64872360229492	.
chr1	150700000	150700001	chr1:150780000-150780001,9.17885589599609	9.17885589599609	.
chr1	150710000	150710001	chr1:150780000-150780001,3.13144326210022	3.13144326210022	.
chr1	150740000	150740001	chr1:150780000-150780001,4.71808815002441	4.71808815002441	.
chr1	150760000	150760001	chr1:150780000-150780001,3.59634780883789	3.59634780883789	.
chr1	150765000	150765001	chr1:150780000-150780001,3.00344753265381	3.00344753265381	.
chr1	150565000	150565001	chr1:150785000-150785001,3.19394302368164	3.19394302368164	.
chr1	150715000	150715001	chr1:150785000-150785001,3.02670383453369	3.02670383453369	.
chr1	150755000	150755001	chr1:150785000-150785001,6.14657115936279	6.14657115936279	.
chr1	150760000	150760001	chr1:150785000-150785001,7.69832277297974	7.69832277297974	.
chr1	150765000	150765001	chr1:150785000-150785001,3.75034546852112	3.75034546852112	.
chr1	150770000	150770001	chr1:150785000-150785001,3.06892561912537	3.06892561912537	.
chr1	149710000	149710001	chr1:150790000-150790001,14.5971899032593	14.5971899032593	.
chr1	150725000	150725001	chr1:150790000-150790001,4.77829170227051	4.77829170227051	.
chr1	150745000	150745001	chr1:150795000-150795001,3.43556070327759	3.43556070327759	.
chr1	150780000	150780001	chr1:150795000-150795001,8.17330360412598	8.17330360412598	.
chr1	150400000	150400001	chr1:150800000-150800001,3.68606519699097	3.68606519699097	.
chr1	150655000	150655001	chr1:150800000-150800001,3.62920594215393	3.62920594215393	.
chr1	150715000	150715001	chr1:150800000-150800001,3.2113983631134	3.2113983631134	.
chr1	150760000	150760001	chr1:150800000-150800001,4.08404350280762	4.08404350280762	.
chr1	150775000	150775001	chr1:150800000-150800001,3.20266366004944	3.20266366004944	.
chr1	150780000	150780001	chr1:150800000-150800001,3.32595419883728	3.32595419883728	.
chr1	150785000	150785001	chr1:150800000-150800001,5.33963966369629	5.33963966369629	.
chr1	150790000	150790001	chr1:150805000-150805001,4.65507078170776	4.65507078170776	.
chr1	150745000	150745001	chr1:150810000-150810001,3.26118516921997	3.26118516921997	.
chr1	150770000	150770001	chr1:150810000-150810001,3.79786729812622	3.79786729812622	.
chr1	150785000	150785001	chr1:150810000-150810001,4.15192842483521	4.15192842483521	.
chr1	150795000	150795001	chr1:150810000-150810001,8.11926555633545	8.11926555633545	.
chr1	150185000	150185001	chr1:150815000-150815001,3.32783603668213	3.32783603668213	.
chr1	150680000	150680001	chr1:150815000-150815001,4.64179420471191	4.64179420471191	.
chr1	150705000	150705001	chr1:150815000-150815001,6.75314474105835	6.75314474105835	.
chr1	150770000	150770001	chr1:150815000-150815001,3.93826079368591	3.93826079368591	.
chr1	150690000	150690001	chr1:150820000-150820001,3.89718770980835	3.89718770980835	.
chr1	150790000	150790001	chr1:150820000-150820001,3.98298239707947	3.98298239707947	.
chr1	150800000	150800001	chr1:150820000-150820001,3.59025621414185	3.59025621414185	.
chr1	150750000	150750001	chr1:150825000-150825001,3.75164890289307	3.75164890289307	.
chr1	150790000	150790001	chr1:150825000-150825001,8.77197074890137	8.77197074890137	.
chr1	150805000	150805001	chr1:150825000-150825001,3.79326844215393	3.79326844215393	.
chr1	150810000	150810001	chr1:150825000-150825001,4.61119413375854	4.61119413375854	.
chr1	150425000	150425001	chr1:150830000-150830001,3.70975923538208	3.70975923538208	.
chr1	150585000	150585001	chr1:150830000-150830001,4.03838109970093	4.03838109970093	.
chr1	150770000	150770001	chr1:150830000-150830001,3.8618438243866	3.8618438243866	.
chr1	149950000	149950001	chr1:150835000-150835001,4.11464166641235	4.11464166641235	.
chr1	149965000	149965001	chr1:150835000-150835001,3.04639172554016	3.04639172554016	.
chr1	150570000	150570001	chr1:150835000-150835001,3.00629997253418	3.00629997253418	.
chr1	150605000	150605001	chr1:150835000-150835001,3.39248299598694	3.39248299598694	.
chr1	150700000	150700001	chr1:150835000-150835001,7.49756240844727	7.49756240844727	.
chr1	150705000	150705001	chr1:150835000-150835001,4.01619720458984	4.01619720458984	.
chr1	150750000	150750001	chr1:150835000-150835001,5.15603351593018	5.15603351593018	.
chr1	150790000	150790001	chr1:150835000-150835001,3.01391315460205	3.01391315460205	.
chr1	150800000	150800001	chr1:150835000-150835001,5.43347644805908	5.43347644805908	.
chr1	150815000	150815001	chr1:150835000-150835001,3.28580379486084	3.28580379486084	.
chr1	150090000	150090001	chr1:150840000-150840001,5.77106904983521	5.77106904983521	.
chr1	150115000	150115001	chr1:150840000-150840001,3.27654504776001	3.27654504776001	.
chr1	150705000	150705001	chr1:150840000-150840001,3.4338173866272	3.4338173866272	.
chr1	150780000	150780001	chr1:150840000-150840001,4.09082841873169	4.09082841873169	.
chr1	150785000	150785001	chr1:150840000-150840001,6.56760358810425	6.56760358810425	.
chr1	150820000	150820001	chr1:150840000-150840001,4.41591215133667	4.41591215133667	.
chr1	150825000	150825001	chr1:150840000-150840001,4.86271953582764	4.86271953582764	.
chr1	150745000	150745001	chr1:150845000-150845001,3.3080894947052	3.3080894947052	.
chr1	150815000	150815001	chr1:150845000-150845001,8.10701560974121	8.10701560974121	.
chr1	150520000	150520001	chr1:150850000-150850001,6.04791736602783	6.04791736602783	.
chr1	150815000	150815001	chr1:150850000-150850001,3.33384156227112	3.33384156227112	.
chr1	150830000	150830001	chr1:150850000-150850001,3.26915264129639	3.26915264129639	.
chr1	150420000	150420001	chr1:150855000-150855001,4.60118722915649	4.60118722915649	.
chr1	150490000	150490001	chr1:150855000-150855001,3.0815441608429	3.0815441608429	.
chr1	150685000	150685001	chr1:150855000-150855001,3.12554621696472	3.12554621696472	.
chr1	150840000	150840001	chr1:150855000-150855001,9.4916877746582	9.4916877746582	.
chr1	150540000	150540001	chr1:150860000-150860001,3.27643918991089	3.27643918991089	.
chr1	150555000	150555001	chr1:150860000-150860001,3.24911785125732	3.24911785125732	.
chr1	150740000	150740001	chr1:150860000-150860001,3.19205737113953	3.19205737113953	.
chr1	150755000	150755001	chr1:150860000-150860001,5.18050241470337	5.18050241470337	.
chr1	150845000	150845001	chr1:150860000-150860001,5.32453727722168	5.32453727722168	.
chr1	150470000	150470001	chr1:150865000-150865001,3.28048491477966	3.28048491477966	.
chr1	150830000	150830001	chr1:150865000-150865001,4.10611772537231	4.10611772537231	.
chr1	150845000	150845001	chr1:150865000-150865001,4.09617328643799	4.09617328643799	.
chr1	150850000	150850001	chr1:150865000-150865001,5.05339813232422	5.05339813232422	.
chr1	150405000	150405001	chr1:150870000-150870001,3.28908276557922	3.28908276557922	.
chr1	150780000	150780001	chr1:150870000-150870001,3.40096187591553	3.40096187591553	.
chr1	150830000	150830001	chr1:150870000-150870001,4.58051729202271	4.58051729202271	.
chr1	150850000	150850001	chr1:150870000-150870001,5.63724136352539	5.63724136352539	.
chr1	150815000	150815001	chr1:150880000-150880001,4.62667942047119	4.62667942047119	.
chr1	150835000	150835001	chr1:150885000-150885001,3.11888980865479	3.11888980865479	.
chr1	150445000	150445001	chr1:150890000-150890001,3.02385544776917	3.02385544776917	.
chr1	150780000	150780001	chr1:150890000-150890001,3.52904677391052	3.52904677391052	.
chr1	150865000	150865001	chr1:150890000-150890001,5.51035690307617	5.51035690307617	.
chr1	150875000	150875001	chr1:150890000-150890001,4.00691318511963	4.00691318511963	.
chr1	150865000	150865001	chr1:150895000-150895001,3.17555546760559	3.17555546760559	.
chr1	150875000	150875001	chr1:150895000-150895001,3.14882445335388	3.14882445335388	.
chr1	150880000	150880001	chr1:150895000-150895001,7.01742744445801	7.01742744445801	.
chr1	149875000	149875001	chr1:150900000-150900001,3.580233335495	3.580233335495	.
chr1	150840000	150840001	chr1:150900000-150900001,4.62140703201294	4.62140703201294	.
chr1	150880000	150880001	chr1:150900000-150900001,3.80548357963562	3.80548357963562	.
chr1	150885000	150885001	chr1:150900000-150900001,4.85270595550537	4.85270595550537	.
chr1	150855000	150855001	chr1:150905000-150905001,3.99729943275452	3.99729943275452	.
chr1	150880000	150880001	chr1:150905000-150905001,3.30249786376953	3.30249786376953	.
chr1	150890000	150890001	chr1:150905000-150905001,5.18972492218018	5.18972492218018	.
chr1	150060000	150060001	chr1:150910000-150910001,3.6492874622345	3.6492874622345	.
chr1	150470000	150470001	chr1:150910000-150910001,3.61765813827515	3.61765813827515	.
chr1	150870000	150870001	chr1:150910000-150910001,3.90411281585693	3.90411281585693	.
chr1	150895000	150895001	chr1:150910000-150910001,3.50194406509399	3.50194406509399	.
chr1	150500000	150500001	chr1:150915000-150915001,3.90184712409973	3.90184712409973	.
chr1	150675000	150675001	chr1:150915000-150915001,3.72863459587097	3.72863459587097	.
chr1	150900000	150900001	chr1:150915000-150915001,3.64232087135315	3.64232087135315	.
chr1	150460000	150460001	chr1:150920000-150920001,3.25320649147034	3.25320649147034	.
chr1	150810000	150810001	chr1:150920000-150920001,3.73744535446167	3.73744535446167	.
chr1	150895000	150895001	chr1:150920000-150920001,4.40868711471558	4.40868711471558	.
chr1	150900000	150900001	chr1:150920000-150920001,4.78157758712769	4.78157758712769	.
chr1	150905000	150905001	chr1:150920000-150920001,6.91596269607544	6.91596269607544	.
chr1	150890000	150890001	chr1:150925000-150925001,3.03630113601685	3.03630113601685	.
chr1	150895000	150895001	chr1:150925000-150925001,3.37458610534668	3.37458610534668	.
chr1	150460000	150460001	chr1:150930000-150930001,3.72142243385315	3.72142243385315	.
chr1	150800000	150800001	chr1:150930000-150930001,3.66558265686035	3.66558265686035	.
chr1	150870000	150870001	chr1:150930000-150930001,3.74825000762939	3.74825000762939	.
chr1	150915000	150915001	chr1:150930000-150930001,3.55338287353516	3.55338287353516	.
chr1	150585000	150585001	chr1:150935000-150935001,3.42481994628906	3.42481994628906	.
chr1	150770000	150770001	chr1:150935000-150935001,3.27510452270508	3.27510452270508	.
chr1	150675000	150675001	chr1:150940000-150940001,4.38016271591187	4.38016271591187	.
chr1	150820000	150820001	chr1:150940000-150940001,4.08850812911987	4.08850812911987	.
chr1	150835000	150835001	chr1:150940000-150940001,6.18752813339233	6.18752813339233	.
chr1	150880000	150880001	chr1:150940000-150940001,4.35627174377441	4.35627174377441	.
chr1	150925000	150925001	chr1:150940000-150940001,3.25869011878967	3.25869011878967	.
chr1	150460000	150460001	chr1:150945000-150945001,3.88347840309143	3.88347840309143	.
chr1	150865000	150865001	chr1:150950000-150950001,3.56577396392822	3.56577396392822	.
chr1	150470000	150470001	chr1:150955000-150955001,3.57609605789185	3.57609605789185	.
chr1	150780000	150780001	chr1:150955000-150955001,3.32345485687256	3.32345485687256	.
chr1	150900000	150900001	chr1:150955000-150955001,5.63175821304321	5.63175821304321	.
chr1	150920000	150920001	chr1:150955000-150955001,4.80297613143921	4.80297613143921	.
chr1	150930000	150930001	chr1:150955000-150955001,3.66282820701599	3.66282820701599	.
chr1	150470000	150470001	chr1:150960000-150960001,3.74614477157593	3.74614477157593	.
chr1	150945000	150945001	chr1:150960000-150960001,14.0143156051636	14.0143156051636	.
chr1	150935000	150935001	chr1:150965000-150965001,3.48398041725159	3.48398041725159	.
chr1	150940000	150940001	chr1:150965000-150965001,5.15829467773438	5.15829467773438	.
chr1	150945000	150945001	chr1:150965000-150965001,4.31765365600586	4.31765365600586	.
chr1	150950000	150950001	chr1:150965000-150965001,5.48850774765015	5.48850774765015	.
chr1	150955000	150955001	chr1:150970000-150970001,3.83856749534607	3.83856749534607	.
chr1	150960000	150960001	chr1:150975000-150975001,4.05318260192871	4.05318260192871	.
chr1	150960000	150960001	chr1:150980000-150980001,3.59289145469666	3.59289145469666	.
chr1	150470000	150470001	chr1:150985000-150985001,3.07695388793945	3.07695388793945	.
chr1	150970000	150970001	chr1:150985000-150985001,3.12895917892456	3.12895917892456	.
chr1	150975000	150975001	chr1:150990000-150990001,3.51551008224487	3.51551008224487	.
chr1	150785000	150785001	chr1:151000000-151000001,3.28379917144775	3.28379917144775	.
chr1	150980000	150980001	chr1:151000000-151000001,4.02982759475708	4.02982759475708	.
chr1	150985000	150985001	chr1:151000000-151000001,5.99123287200928	5.99123287200928	.
