# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
UQCRH              1   46769324   46782448     26       9  293723    -0.040478    0.00052505    -0.041003
NSUN4              1   46805849   46830824    185       3  293723      0.12659    0.00052505      0.12607
FAAH               1   46859939   46879520     35       9  293723      0.93954    0.00052505      0.93901
DMBX1              1   46972668   46979898     29       9  293723     -0.24012    0.00052505     -0.24065
KNCN               1   47011316   47016887     14       4  293723    -0.026894    0.00052505    -0.027419
MKNK1              1   47023079   47069966     95      12  293723     -0.11169    0.00052505     -0.11221
MOB3C              1   47073387   47082563     17       2  293723     -0.14523    0.00052505     -0.14575
ATPAF1             1   47100711   47134099     64       4  293723     -0.26324    0.00052505     -0.26376
TEX38              1   47137497   47139266      3       1  293723      -0.3939    0.00052505     -0.39443
EFCAB14            1   47140831   47184792     81       7  293723     0.018126    0.00052505     0.017601
CYP4B1             1   47264670   47285021     72      12  293723      -1.7607    0.00052505      -1.7612
CYP4A11            1   47394846   47407156     40       6  293723      -1.3608    0.00052505      -1.3613
CYP4X1             1   47427036   47516423    205      22  293723      -1.1961    0.00052505      -1.1966
CYP4Z1             1   47533160   47583992    165       8  293723     -0.74909    0.00052505     -0.74961
CYP4A22            1   47603107   47614528     50       7  293723     -0.61419    0.00052505     -0.61472
PDZK1IP1           1   47649261   47655771     13       7  293723      -1.1002    0.00052505      -1.1007
TAL1               1   47681962   47697938     36       8  293723      -1.5212    0.00052505      -1.5217
STIL               1   47715811   47779819    177      13  293723      0.19238    0.00052505      0.19185
CMPK1              1   47799469   47844511    129      13  293723     -0.52996    0.00052505     -0.53049
FOXE3              1   47881744   47883724      5       3  293723       0.3397    0.00052505      0.33917
FOXD2              1   47901689   47906363      7       3  293723     0.097063    0.00052505     0.096538
TRABD2B            1   48226200   48463009    610      34  293723      -2.2331    0.00052505      -2.2337
SLC5A9             1   48688339   48714316     43      10  293723      -2.4022    0.00052505      -2.4027
SPATA6             1   48761044   48937876    316      31  293723      -1.8113    0.00052505      -1.8118
AGBL4              1   48998527   50489626   2296      55  293723     -0.74318    0.00052505     -0.74371
BEND5              1   49193538   49242547     80      15  293723      0.40486    0.00052505      0.40433
ELAVL4             1   50513686   50669442    207      36  293723       0.5278    0.00052505      0.52727
DMRTA2             1   50883223   50889119      2       1  293723      -2.3185    0.00052505      -2.3191
FAF1               1   50906935   51425936    698      26  293723      0.28308    0.00052505      0.28255
CDKN2C             1   51434367   51440309      9       3  293723      0.97867    0.00052505      0.97815
C1orf185           1   51442129   51613754    326      25  293723       1.4104    0.00052505       1.4099
RNF11              1   51701945   51739119     40       7  293723       0.8078    0.00052505      0.80728
TTC39A             1   51752930   51810785    107      23  293723        1.115    0.00052505       1.1145
EPS15              1   51819935   51985026    495      21  293723     -0.71653    0.00052505     -0.71706
OSBPL9             1   52082546   52254891    257      18  293723      -0.6251    0.00052505     -0.62562
NRD1               1   52254864   52344609    212      25  293723       1.1649    0.00052505       1.1643
RAB3B              1   52373628   52456436    164      21  293723       2.2398    0.00052505       2.2393
TXNDC12            1   52485803   52521843     61       7  293723       1.9909    0.00052505       1.9904
KTI12              1   52497777   52499472      3       1  293723        1.826    0.00052505       1.8255
BTF3L4             1   52521857   52556388     46       9  293723      0.72961    0.00052505      0.72908
ZFYVE9             1   52607678   52812358    233      19  293723      0.34214    0.00052505      0.34162
CC2D1B             1   52816265   52831877     20       8  293723       0.6566    0.00052505      0.65607
ORC1               1   52838501   52870143     30       8  293723      0.60201    0.00052505      0.60149
PRPF38A            1   52870219   52883992      9       3  293723      0.19571    0.00052505      0.19519
ZCCHC11            1   52888947   53018764    200      19  293723      0.28306    0.00052505      0.28253
GPX7               1   53068043   53074723     20       5  293723     -0.27652    0.00052505     -0.27704
FAM159A            1   53098961   53133252     81      18  293723     -0.76621    0.00052505     -0.76674
COA7               1   53152014   53164038     26       5  293723     -0.40822    0.00052505     -0.40874
ZYG11B             1   53192126   53293014    283      16  293723      -1.2958    0.00052505      -1.2963
ZYG11A             1   53308183   53360247    124       9  293723      -2.0017    0.00052505      -2.0022
ECHDC2             1   53361582   53392846     36       8  293723      -1.9679    0.00052505      -1.9684
SCP2               1   53392901   53517289    459      21  293723     -0.83736    0.00052505     -0.83789
PODN               1   53527724   53551174    110      13  293723     -0.62104    0.00052505     -0.62157
SLC1A7             1   53552855   53608304    281      34  293723      0.07885    0.00052505     0.078324
CPT2               1   53662101   53679869     26       6  293723       2.6233    0.00052505       2.6227
C1orf123           1   53679771   53686289     10       2  293723       3.3093    0.00052505       3.3088
MAGOH              1   53692564   53704282     22       5  293723       3.3859    0.00052505       3.3853
LRP8               1   53708036   53793821    187      29  293723       2.7811    0.00052505       2.7805
DMRTB1             1   53925072   53933158     27       7  293723       -0.206    0.00052505     -0.20652
GLIS1              1   53971904   54203748    614      39  293723     -0.63651    0.00052505     -0.63703
NDC1               1   54231133   54304225    118      10  293723       1.0267    0.00052505       1.0262
YIPF1              1   54317392   54355487    120      11  293723     -0.96056    0.00052505     -0.96108
DIO1               1   54359860   54376763     64       9  293723     0.095891    0.00052505     0.095366
HSPB11             1   54387234   54411975     40       5  293723       1.4141    0.00052505       1.4135
LRRC42             1   54411999   54433841     32       8  293723     -0.15336    0.00052505     -0.15389
LDLRAD1            1   54472971   54483859     30       5  293723     -0.79098    0.00052505      -0.7915
TMEM59             1   54497346   54519135     36      10  293723     -0.87162    0.00052505     -0.87215
TCEANC2            1   54519274   54565416     89      13  293723      -0.5699    0.00052505     -0.57042
CDCP2              1   54604668   54618679     71      14  293723     -0.82541    0.00052505     -0.82593
CYB5RL             1   54638009   54665746     45      15  293723      -1.2061    0.00052505      -1.2067
MRPL37             1   54665840   54691407     70      12  293723      -1.0216    0.00052505      -1.0222
SSBP3              1   54691104   54872068    460      69  293723      -1.6499    0.00052505      -1.6504
ACOT11             1   55007930   55100417    380      36  293723      0.38734    0.00052505      0.38682
FAM151A            1   55074850   55089200     49      14  293723      0.25857    0.00052505      0.25804
MROH7              1   55107427   55175939    228      37  293723     -0.37556    0.00052505     -0.37609
TTC4               1   55181495   55208330    150       4  293723     -0.45534    0.00052505     -0.45586
PARS2              1   55222571   55230226     26       6  293723     -0.96514    0.00052505     -0.96567
TTC22              1   55246752   55266941     59      12  293723      0.30246    0.00052505      0.30193
C1orf177           1   55271736   55307937    145      10  293723       1.1014    0.00052505       1.1009
DHCR24             1   55315300   55352921    140      18  293723     -0.49829    0.00052505     -0.49882
TMEM61             1   55446271   55457966     38       3  293723      -1.0237    0.00052505      -1.0242
BSND               1   55464617   55474465     22       5  293723      -1.3471    0.00052505      -1.3476
PCSK9              1   55505149   55530526    110      22  293723     -0.34252    0.00052505     -0.34304
USP24              1   55532032   55681039    249      21  293723     -0.38107    0.00052505     -0.38159
PPAP2B             1   56960419   57045257    257      30  293723     0.072766    0.00052505     0.072241
PRKAA2             1   57110990   57181008    259      14  293723      0.76978    0.00052505      0.76926
C1orf168           1   57184477   57285369    355      53  293723      0.35489    0.00052505      0.35437
C8A                1   57320443   57383894    242      31  293723      -1.1641    0.00052505      -1.1646
C8B                1   57394883   57433213    124      24  293723      -1.3121    0.00052505      -1.3126
DAB1               1   57460453   58716211   3745     213  293723       3.6473    0.00052505       3.6468
OMA1               1   58881052   59012469    468      43  293723      -1.8618    0.00052505      -1.8623
TACSTD2            1   59041095   59043166     11       3  293723      -1.6947    0.00052505      -1.6953
MYSM1              1   59120411   59165747    172      12  293723      0.22923    0.00052505      0.22871
JUN                1   59246463   59249785      2       1  293723     -0.79036    0.00052505     -0.79088
FGGY               1   59762625   60228402   1121      73  293723    -0.074091    0.00052505    -0.074616
HOOK1              1   60280458   60342050    112      17  293723      0.89826    0.00052505      0.89774
CYP2J2             1   60358980   60392445     68      12  293723     -0.08014    0.00052505    -0.080665
C1orf87            1   60456066   60539442    179      32  293723      0.43662    0.00052505       0.4361
NFIA               1   61542946   61928460    948     114  293723       1.1996    0.00052505        1.199
TM2D1              1   62146718   62191095    101      12  293723     -0.61564    0.00052505     -0.61617
INADL              1   62208149   62629592   1302      94  293723      -0.4517    0.00052505     -0.45223
L1TD1              1   62660474   62678000    121      20  293723     -0.28427    0.00052505     -0.28479
KANK4              1   62701837   62785083    367      28  293723     -0.94326    0.00052505     -0.94379
USP1               1   62901975   62917475     28       3  293723     -0.54067    0.00052505     -0.54119
DOCK7              1   62920397   63154039    311      10  293723     -0.49758    0.00052505      -0.4981
ANGPTL3            1   63063158   63071976      3       2  293723       1.2456    0.00052505        1.245
ATG4C              1   63249777   63330941    169      11  293723      -2.0124    0.00052505      -2.0129
FOXD3              1   63788730   63790797      2       1  293723      0.32042    0.00052505       0.3199
ALG6               1   63833261   63904233    157      18  293723     -0.21813    0.00052505     -0.21866
ITGB3BP            1   63906441   63988944    185      15  293723    -0.038627    0.00052505    -0.039152
EFCAB7             1   63989013   64051041    144      13  293723     -0.15356    0.00052505     -0.15409
PGM1               1   64058947   64125916    205      36  293723      0.56833    0.00052505      0.56781
ROR1               1   64239690   64647181    992      86  293723      -1.7224    0.00052505       -1.723
UBE2U              1   64669135   64732969    167      17  293723     -0.31288    0.00052505      -0.3134
CACHD1             1   64936476   65158741    479      70  293723      -1.3831    0.00052505      -1.3837
RAVER2             1   65210778   65298915    166      19  293723      0.50638    0.00052505      0.50586
JAK1               1   65298906   65432593    359      28  293723      0.47949    0.00052505      0.47896
AK4                1   65613232   65697828    186      17  293723     -0.26474    0.00052505     -0.26526
DNAJC6             1   65720133   65881552    413      31  293723      -1.4039    0.00052505      -1.4045
LEPROT             1   65886131   66107242    620      27  293723      0.11389    0.00052505      0.11336
LEPR               1   65886335   66103176    605      27  293723      0.13693    0.00052505       0.1364
PDE4B              1   66258193   66840262   1444      82  293723       3.4001    0.00052505       3.3995
SGIP1              1   66999066   67210768    734      27  293723       1.3918    0.00052505       1.3912
TCTEX1D1           1   67217978   67244730     79      11  293723       1.5582    0.00052505       1.5576
INSL5              1   67263424   67266942      7       2  293723      0.57801    0.00052505      0.57749
WDR78              1   67278568   67390907    230      32  293723      0.83209    0.00052505      0.83156
MIER1              1   67390578   67454302    141      14  293723      0.66064    0.00052505      0.66011
SLC35D1            1   67465015   67520080    160      15  293723      0.76098    0.00052505      0.76046
C1orf141           1   67557859   67600654    187      17  293723      0.37807    0.00052505      0.37754
IL23R              1   67604590   67725662    332      30  293723      0.51629    0.00052505      0.51577
IL12RB2            1   67773047   67862583    252      18  293723    -0.014024    0.00052505    -0.014549
SERBP1             1   67873493   67896123     24       7  293723       1.6136    0.00052505       1.6131
GADD45A            1   68150860   68154021      7       2  293723       -1.961    0.00052505      -1.9615
GNG12              1   68167149   68299436    292      27  293723       -1.913    0.00052505      -1.9136
DIRAS3             1   68511645   68517314     14       4  293723     -0.42913    0.00052505     -0.42965
WLS                1   68564142   68698284    537      65  293723       1.0688    0.00052505       1.0683
RPE65              1   68894507   68915642     65      11  293723      0.27073    0.00052505       0.2702
DEPDC1             1   68939835   68962799     61       8  293723      -0.5853    0.00052505     -0.58583
LRRC7              1   70033230   70589171   1591      70  293723     -0.26199    0.00052505     -0.26251
LRRC40             1   70610485   70671361     92      13  293723       2.5489    0.00052505       2.5484
SRSF11             1   70671365   70717703     57       8  293723       2.3348    0.00052505       2.3342
ANKRD13C           1   70724685   70820471    149      24  293723       3.0096    0.00052505       3.0091
HHLA3              1   70820493   70833706     25       6  293723       3.3814    0.00052505       3.3809
CTH                1   70876901   70905534     76      19  293723      0.85384    0.00052505      0.85332
PTGER3             1   71318036   71513497    584      45  293723       2.7816    0.00052505       2.7811
ZRANB2             1   71528974   71546972     29       8  293723       1.0643    0.00052505       1.0638
NEGR1              1   71868625   72748533   1778      83  293723       4.2399    0.00052505       4.2393
LRRIQ3             1   74491699   74663871    303      16  293723       3.2365    0.00052505       3.2359
FPGT               1   74663896   74674533     38       3  293723       3.0231    0.00052505       3.0226
FPGT-TNNI3K        1   74663896   75010116    692      55  293723       3.5318    0.00052505       3.5313
TNNI3K             1   74701071   75010116    593      48  293723       2.9465    0.00052505       2.9459
ERICH3             1   75033795   75139422    164      19  293723     -0.78593    0.00052505     -0.78645
CRYZ               1   75171170   75199092     79      16  293723       2.7985    0.00052505        2.798
TYW3               1   75198836   75232361    117      16  293723       3.2216    0.00052505        3.221
LHX8               1   75594119   75627218     61      12  293723       2.3297    0.00052505       2.3292
SLC44A5            1   75667816   76081698   1009      35  293723      -1.1815    0.00052505       -1.182
ACADM              1   76190043   76229355    151      13  293723       -1.305    0.00052505      -1.3055
RABGGTB            1   76251879   76260775     19       6  293723     -0.84949    0.00052505     -0.85001
MSH4               1   76262556   76379581    449      25  293723     -0.97968    0.00052505      -0.9802
ASB17              1   76384558   76398116     55      11  293723      -1.4683    0.00052505      -1.4688
ST6GALNAC3         1   76540389   77100311   1680     139  293723     -0.78128    0.00052505     -0.78181
ST6GALNAC5         1   77333126   77533223    511      35  293723     -0.45999    0.00052505     -0.46051
PIGK               1   77554666   77685132    380      22  293723     -0.44024    0.00052505     -0.44077
AK5                1   77747662   78025654   1001      72  293723       1.1228    0.00052505       1.1223
ZZZ3               1   78028160   78149119    191      22  293723       1.5041    0.00052505       1.5036
USP33              1   78161672   78225564     97      20  293723        1.294    0.00052505       1.2935
FAM73A             1   78245309   78345225    165      29  293723       1.1853    0.00052505       1.1848
NEXN               1   78354200   78412009     98      17  293723      0.94865    0.00052505      0.94813
FUBP1              1   78409740   78444839     67      12  293723      0.31199    0.00052505      0.31147
DNAJB4             1   78444847   78483648     91      21  293723       1.6064    0.00052505       1.6059
GIPC2              1   78510646   78604129    251      27  293723       4.0861    0.00052505       4.0856
PTGFR              1   78956728   79006386    152      17  293723     -0.56235    0.00052505     -0.56287
IFI44L             1   79086067   79111830     54      12  293723      0.35247    0.00052505      0.35195
IFI44              1   79115477   79129763     22       5  293723       0.2689    0.00052505      0.26837
ADGRL4             1   79355449   79472495    489      28  293723     -0.52216    0.00052505     -0.52269
ADGRL2             1   82266082   82458107    544      40  293723      -1.8704    0.00052505      -1.8709
TTLL7              1   84335057   84464850    335      15  293723      0.32715    0.00052505      0.32663
PRKACB             1   84543745   84704181    222      20  293723     0.077416    0.00052505     0.076891
SAMD13             1   84764049   84816481     85      12  293723       -0.278    0.00052505     -0.27853
DNASE2B            1   84864215   84880691     69      10  293723       1.6028    0.00052505       1.6023
RPF1               1   84944920   84964033     77      14  293723      -2.1682    0.00052505      -2.1687
GNG5               1   84964006   84972262     27       8  293723      -2.4411    0.00052505      -2.4416
SPATA1             1   84971902   85022150    161      18  293723      -2.0449    0.00052505      -2.0454
CTBS               1   85018804   85048039     80      15  293723      -1.6468    0.00052505      -1.6473
SSX2IP             1   85109390   85156440    117      15  293723       1.3088    0.00052505       1.3082
LPAR3              1   85279086   85358896    242      51  293723     -0.27215    0.00052505     -0.27268
MCOLN2             1   85391266   85462796    251      19  293723     -0.14889    0.00052505     -0.14942
MCOLN3             1   85483765   85514585     64      13  293723      0.15573    0.00052505      0.15521
WDR63              1   85527993   85598821    245      33  293723      0.32618    0.00052505      0.32566
SYDE2              1   85623356   85667292    123      14  293723    -0.065408    0.00052505    -0.065933
C1orf52            1   85715636   85725355     30       9  293723     -0.78796    0.00052505     -0.78849
BCL10              1   85731459   85742604     36      12  293723      -1.1949    0.00052505      -1.1955
DDAH1              1   85784168   86044046    761      60  293723      -2.4618    0.00052505      -2.4624
CYR61              1   86046444   86049650      6       3  293723      -1.0306    0.00052505      -1.0311
ZNHIT6             1   86115106   86174116    124      20  293723     0.022668    0.00052505     0.022143
COL24A1            1   86194916   86622121   1533      58  293723      -2.1655    0.00052505       -2.166
ODF2L              1   86812507   86862025    134      14  293723     -0.99625    0.00052505     -0.99678
CLCA2              1   86889769   86922241    162      20  293723      -1.8527    0.00052505      -1.8533
CLCA1              1   86934526   86965977    120      26  293723      -2.8189    0.00052505      -2.8195
CLCA4              1   87012759   87046437     80      15  293723       0.8716    0.00052505      0.87108
SH3GLB1            1   87170253   87213867     79      13  293723      -1.5732    0.00052505      -1.5737
SEP15              1   87328128   87380107    128      10  293723       -1.689    0.00052505      -1.6896
HS2ST1             1   87380335   87575681    425      15  293723      -1.2754    0.00052505      -1.2759
LOC101927844       1   87678352   87717014    129      20  293723      0.84088    0.00052505      0.84035
LMO4               1   87794151   87814606     41      12  293723      -0.5106    0.00052505     -0.51113
PKN2               1   89149876   89301938    429      14  293723      0.52001    0.00052505      0.51948
GTF2B              1   89318321   89357301    119      10  293723      0.24522    0.00052505       0.2447
CCBL2              1   89401456   89458643    111      10  293723     0.086219    0.00052505     0.085694
RBMXL1             1   89445139   89458643     20       9  293723     -0.27615    0.00052505     -0.27668
GBP3               1   89472360   89488556     32       7  293723      -1.6718    0.00052505      -1.6723
GBP1               1   89517987   89531043     41       8  293723      -1.5319    0.00052505      -1.5324
GBP2               1   89571815   89591842     61       7  293723      -1.1047    0.00052505      -1.1053
GBP7               1   89597434   89641723     87      10  293723     -0.93801    0.00052505     -0.93854
GBP4               1   89646831   89664633     36       7  293723      -1.6153    0.00052505      -1.6158
GBP5               1   89724633   89738544     19       5  293723     -0.10825    0.00052505     -0.10877
GBP6               1   89829436   89853719     81      14  293723     -0.21838    0.00052505     -0.21891
LRRC8B             1   89989933   90063420    192      16  293723      0.57629    0.00052505      0.57576
LRRC8C             1   90098644   90185094    159      12  293723     -0.77365    0.00052505     -0.77418
LRRC8D             1   90286573   90401991    177      40  293723       1.6014    0.00052505       1.6008
ZNF326             1   90460678   90494101     48      13  293723     -0.82174    0.00052505     -0.82227
BARHL2             1   91177579   91182794      8       4  293723       3.3603    0.00052505       3.3598
ZNF644             1   91380855   91487812    179      15  293723     0.065763    0.00052505     0.065237
HFM1               1   91726323   91870426    331      21  293723      -1.2174    0.00052505       -1.218
CDC7               1   91966338   91991321     49      10  293723      -2.2701    0.00052505      -2.2706
TGFBR3             1   92145900   92371559    716      62  293723        3.128    0.00052505       3.1275
BRDT               1   92414928   92479985    189      14  293723      0.17767    0.00052505      0.17714
EPHX4              1   92495533   92529093     79      13  293723        1.112    0.00052505       1.1114
SETSIP             1   92540093   92540968      2       1  293723      0.21188    0.00052505      0.21136
BTBD8              1   92545862   92613397    150      14  293723       2.9421    0.00052505       2.9416
KIAA1107           1   92632609   92650280     33       5  293723       2.4922    0.00052505       2.4917
C1orf146           1   92683573   92711367     35       7  293723       1.5108    0.00052505       1.5103
GLMN               1   92711955   92764566     57      10  293723       1.9608    0.00052505       1.9603
RPAP2              1   92764522   92853732    126      17  293723       1.8023    0.00052505       1.8018
GFI1               1   92940318   92952433     26       7  293723     0.082758    0.00052505     0.082233
EVI5               1   92974253   93257961    683      17  293723       1.2434    0.00052505       1.2429
RPL5               1   93297594   93307481     11       4  293723       2.2278    0.00052505       2.2272
FAM69A             1   93298286   93427079    203      10  293723     0.073479    0.00052505     0.072954
MTF2               1   93544792   93604638     95      11  293723       2.3839    0.00052505       2.3834
TMED5              1   93615299   93646246     58       9  293723       4.1714    0.00052505       4.1709
CCDC18             1   93646038   93744769    225      18  293723        3.846    0.00052505       3.8455
DR1                1   93811478   93828149     30       7  293723       3.7461    0.00052505       3.7456
FNBP1L             1   93913688   94020218    107      17  293723       1.5329    0.00052505       1.5323
BCAR3              1   94027343   94312706    880      35  293723       1.9609    0.00052505       1.9604
DNTTIP2            1   94335014   94345474     47       9  293723       2.2526    0.00052505       2.2521
GCLM               1   94352590   94375154     64      12  293723      0.86882    0.00052505       0.8683
ABCA4              1   94458393   94586705    448      69  293723       1.9505    0.00052505       1.9499
ARHGAP29           1   94634463   94713251    130      25  293723      0.19512    0.00052505      0.19459
ABCD3              1   94883933   94984219    116      15  293723     -0.66149    0.00052505     -0.66201
F3                 1   94994732   95007413     20       5  293723     -0.38941    0.00052505     -0.38993
SLC44A3            1   95285898   95360803    306      46  293723      -0.7086    0.00052505     -0.70913
CNN3               1   95362507   95392735    117      27  293723     -0.96085    0.00052505     -0.96138
ALG14              1   95448279   95538512    239      26  293723     -0.86658    0.00052505      -0.8671
TMEM56             1   95582894   95663163    256      24  293723     -0.35293    0.00052505     -0.35346
TMEM56-RWDD3       1   95583479   95710511    404      29  293723      0.11653    0.00052505      0.11601
RWDD3              1   95699711   95712781     43      13  293723       1.0645    0.00052505        1.064
PTBP2              1   97187161   97280605    181      16  293723     -0.68609    0.00052505     -0.68661
DPYD               1   97543299   98386615   2154     121  293723       2.6583    0.00052505       2.6578
SNX7               1   99127236   99226056    310      17  293723     -0.27957    0.00052505      -0.2801
LPPR5              1   99355801   99470449    452      46  293723     -0.43967    0.00052505     -0.44019
LPPR4              1   99729848   99775140    127      20  293723      -1.0066    0.00052505      -1.0072
PALMD              1  100111431  100160097    131      18  293723      -1.0668    0.00052505      -1.0673
FRRS1              1  100174206  100232186    222       9  293723       2.0866    0.00052505        2.086
AGL                1  100315633  100389579    263      19  293723     -0.69553    0.00052505     -0.69605
SLC35A3            1  100435345  100492535    177      14  293723     -0.81331    0.00052505     -0.81383
HIAT1              1  100503670  100548933    126      15  293723     -0.84203    0.00052505     -0.84256
SASS6              1  100549100  100598518     86      12  293723      -0.2115    0.00052505     -0.21203
TRMT13             1  100598669  100616054     28       8  293723      -1.1709    0.00052505      -1.1714
LRRC39             1  100614004  100643829     42      11  293723      -1.1414    0.00052505       -1.142
DBT                1  100652478  100715409    113       8  293723     -0.76708    0.00052505      -0.7676
RTCA               1  100731714  100758325     61       5  293723      0.68812    0.00052505      0.68759
CDC14A             1  100810598  100985833    255      17  293723     -0.90999    0.00052505     -0.91051
GPR88              1  101003728  101007583      9       4  293723      -1.0531    0.00052505      -1.0536
VCAM1              1  101185196  101204601     33      14  293723      -1.9432    0.00052505      -1.9437
EXTL2              1  101337928  101361548     29       9  293723      0.13574    0.00052505      0.13521
SLC30A7            1  101361632  101552821    264      15  293723     -0.92172    0.00052505     -0.92225
DPH5               1  101455179  101491365     43       6  293723     -0.98886    0.00052505     -0.98939
S1PR1              1  101702305  101707076     11       5  293723      0.25037    0.00052505      0.24984
OLFM3              1  102268126  102462790    697      71  293723      -1.9118    0.00052505      -1.9123
COL11A1            1  103342023  103574052   1027      31  293723     -0.27443    0.00052505     -0.27496
RNPC3              1  104068323  104097861     44      10  293723     -0.70498    0.00052505      -0.7055
AMY2B              1  104095894  104122156     32      12  293723      -1.0628    0.00052505      -1.0633
AMY2A              1  104159999  104168400      1       1  293723      0.89903    0.00052505       0.8985
PRMT6              1  107599267  107601916      2       1  293723       2.2145    0.00052505        2.214
NTNG1              1  107682540  108024477    770      65  293723     -0.76472    0.00052505     -0.76524
VAV3               1  108113782  108507545   1279      79  293723      -2.3067    0.00052505      -2.3072
SLC25A24           1  108677344  108742980    219      22  293723      -1.3896    0.00052505      -1.3902
NBPF4              1  108765902  108786720      5       1  293723       0.1705    0.00052505      0.16997
NBPF6              1  108992887  109013639      6       2  293723       2.2892    0.00052505       2.2887
FAM102B            1  109102653  109181949    127       7  293723      -1.6921    0.00052505      -1.6926
HENMT1             1  109190910  109204148     20       9  293723      -2.0861    0.00052505      -2.0866
PRPF38B            1  109234932  109244425      7       4  293723      -1.5462    0.00052505      -1.5468
FNDC7              1  109255556  109285371     66      16  293723     -0.84199    0.00052505     -0.84252
STXBP3             1  109289285  109352148    207      12  293723     -0.44068    0.00052505     -0.44121
AKNAD1             1  109358520  109400864    184      26  293723      -1.3198    0.00052505      -1.3204
GPSM2              1  109417972  109473044    149      19  293723     -0.89652    0.00052505     -0.89704
CLCC1              1  109472130  109506121    118      22  293723      0.20702    0.00052505      0.20649
WDR47              1  109512835  109584860    193      20  293723      -1.2042    0.00052505      -1.2047
TAF13              1  109606998  109618624     36       9  293723      0.41064    0.00052505      0.41012
TMEM167B           1  109633403  109639554     19       5  293723      0.91724    0.00052505      0.91672
C1orf194           1  109648573  109656484     30       7  293723      0.27569    0.00052505      0.27517
KIAA1324           1  109656585  109749403    329      35  293723      -1.7216    0.00052505      -1.7222
SARS               1  109756515  109780804     43      12  293723     -0.88998    0.00052505     -0.89051
CELSR2             1  109792641  109818378     73      14  293723      -1.0819    0.00052505      -1.0825
PSRC1              1  109822176  109825790      9       5  293723      0.30451    0.00052505      0.30399
MYBPHL             1  109834987  109849663     38       9  293723       3.3461    0.00052505       3.3455
SORT1              1  109852187  109940563    127      11  293723       2.9844    0.00052505       2.9839
PSMA5              1  109941653  109969108     44       8  293723       3.3626    0.00052505       3.3621
SYPL2              1  110009100  110024764     43       4  293723       3.3039    0.00052505       3.3034
ATXN7L2            1  110026533  110035426     11       4  293723       3.0767    0.00052505       3.0762
CYB561D1           1  110036658  110043063      9       3  293723       3.2957    0.00052505       3.2952
AMIGO1             1  110049446  110052336      3       2  293723       2.7654    0.00052505       2.7648
GPR61              1  110082494  110088487      7       2  293723     -0.14317    0.00052505     -0.14369
GNAI3              1  110091186  110138465     70      13  293723      0.82347    0.00052505      0.82294
GNAT2              1  110145889  110155705     19       7  293723      0.90963    0.00052505      0.90911
AMPD2              1  110162435  110174677     30       9  293723       1.9235    0.00052505        1.923
GSTM4              1  110198698  110208123     21       7  293723       1.2799    0.00052505       1.2794
GSTM2              1  110210644  110226619     36       9  293723     -0.48401    0.00052505     -0.48454
GSTM1              1  110230418  110240828      3       2  293723      0.52647    0.00052505      0.52594
GSTM5              1  110254406  110260890     30       9  293723     -0.40372    0.00052505     -0.40424
GSTM3              1  110276554  110283660     13       3  293723      -1.1184    0.00052505      -1.1189
EPS8L3             1  110292702  110306644     43      13  293723      -2.2017    0.00052505      -2.2023
CSF1               1  110453233  110473616     42      12  293723       1.2089    0.00052505       1.2084
AHCYL1             1  110527387  110566364     38      10  293723       2.4765    0.00052505       2.4759
STRIP1             1  110574199  110597263     37      10  293723       3.6604    0.00052505       3.6599
ALX3               1  110602997  110613322     19       4  293723        3.281    0.00052505       3.2805
UBL4B              1  110655062  110656569      1       1  293723       1.3436    0.00052505        1.343
SLC6A17            1  110693132  110744824    115      16  293723        2.982    0.00052505       2.9815
KCNC4              1  110753336  110776674     50      14  293723        2.101    0.00052505       2.1005
RBM15              1  110881945  110889303     10       4  293723       1.5762    0.00052505       1.5757
SLC16A4            1  110905473  110933704     65      13  293723        1.236    0.00052505       1.2354
LAMTOR5            1  110943875  110950546     16       5  293723       1.0053    0.00052505       1.0048
PROK1              1  110993788  110999976     20       5  293723      -0.0866    0.00052505    -0.087125
KCNA10             1  111059839  111061797      6       3  293723      0.74386    0.00052505      0.74334
KCNA2              1  111136202  111174096    108      15  293723      -1.2465    0.00052505       -1.247
KCNA3              1  111196182  111217655     42       7  293723     -0.18575    0.00052505     -0.18627
CD53               1  111413821  111442558     90      13  293723      -1.3926    0.00052505      -1.3931
LRIF1              1  111489812  111506825     19       7  293723      -1.0014    0.00052505      -1.0019
DRAM2              1  111659954  111682838     58       9  293723      0.31474    0.00052505      0.31422
CEPT1              1  111682249  111727724     69      14  293723      0.44751    0.00052505      0.44699
DENND2D            1  111728591  111747160     48      17  293723     -0.28218    0.00052505      -0.2827
CHI3L2             1  111770281  111786062     69       9  293723     -0.79988    0.00052505     -0.80041
CHIA               1  111833474  111863188    215      22  293723      -1.3127    0.00052505      -1.3132
PIFO               1  111867285  111895639    124      17  293723      -1.2165    0.00052505       -1.217
OVGP1              1  111956937  111970399     47       8  293723      0.26612    0.00052505       0.2656
WDR77              1  111982512  111991915     19       6  293723     0.033571    0.00052505     0.033046
ATP5F1             1  111991467  112004540     30       7  293723      0.52412    0.00052505       0.5236
C1orf162           1  112016474  112021134      6       2  293723       1.3778    0.00052505       1.3772
