# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ERMAP              1   43282776   43310660     75      27  375609      0.32319    0.00090455      0.32228
ZNF691             1   43312244   43318148     10       5  375889      -1.9576    0.00090455      -1.9585
SLC2A1             1   43391046   43424847    135      21  376019       0.6483    0.00090455      0.64739
FAM183A            1   43610800   43622067     58      13  376482      0.62727    0.00090455      0.62636
EBNA1BP2           1   43629845   43638241     40       5  378544       1.2103    0.00090455       1.2094
CFAP57             1   43638001   43720029    351      31  376325     -0.77052    0.00090455     -0.77142
TMEM125            1   43735665   43739673     11       6  371881      0.30038    0.00090455      0.29947
C1orf210           1   43747554   43751334      8       5  373496      -1.6317    0.00090455      -1.6326
TIE1               1   43766566   43788781     42      10  379468      0.33089    0.00090455      0.32999
MPL                1   43803475   43820135     25      10  373455      0.82491    0.00090455        0.824
CDC20              1   43824626   43828874      8       5  379021      0.69831    0.00090455      0.69741
ELOVL1             1   43829068   43833745      8       5  371372       0.3884    0.00090455      0.38749
MED8               1   43849579   43855483      6       3  375196      -1.0219    0.00090455      -1.0228
SZT2               1   43855556   43919918    138      21  375997      0.83963    0.00090455      0.83872
HYI                1   43916674   43919938     10       5  373915       1.2417    0.00090455       1.2408
PTPRF              1   43991708   44089343    363      32  375538       0.7811    0.00090455       0.7802
KDM4A              1   44115797   44171189    144      34  375236      0.96462    0.00090455      0.96371
ST3GAL3            1   44173204   44396837    700      43  375891     -0.94058    0.00090455     -0.94149
ARTN               1   44398992   44402912     12       5  373740     -0.15974    0.00090455     -0.16065
IPO13              1   44412478   44433694     35       7  378053     -0.71287    0.00090455     -0.71377
DPH2               1   44435653   44439043      4       2  380191     -0.18867    0.00090455     -0.18958
ATP6V0B            1   44440118   44443972     11       5  378390      0.74672    0.00090455      0.74581
B4GALT2            1   44444874   44456843     24       9  374622     -0.66117    0.00090455     -0.66208
CCDC24             1   44457280   44462200      9       4  370703      0.42405    0.00090455      0.42315
SLC6A9             1   44462155   44497171     95      22  373031      -0.1899    0.00090455      -0.1908
KLF17              1   44513987   44600812    339      35  372817       2.8375    0.00090455       2.8366
DMAP1              1   44679104   44686351     21      12  374590       3.7471    0.00090455       3.7462
ERI3               1   44686742   44821315    308      31  375791       4.5859    0.00090455        4.585
RNF220             1   44870837   45117396    806      95  373644      -1.0451    0.00090455       -1.046
TMEM53             1   45118920   45140253     81      16  373806      0.41697    0.00090455      0.41606
C1orf228           1   45140370   45191263    138      47  371817     -0.76053    0.00090455     -0.76144
KIF2C              1   45205396   45233439     92      20  374897      0.22681    0.00090455       0.2259
RPS8               1   45241213   45244427     11       8  370630      0.45354    0.00090455      0.45263
BEST4              1   45247831   45253648      5       1  374801      0.48405    0.00090455      0.48314
PLK3               1   45265638   45271667     22       9  372822      0.11793    0.00090455      0.11703
TCTEX1D4           1   45271580   45273378      5       3  371959    -0.069008    0.00090455    -0.069912
BTBD19             1   45273373   45279801     23       8  374906      0.17667    0.00090455      0.17577
PTCH2              1   45285516   45309226     87      21  373621      0.62929    0.00090455      0.62838
EIF2B3             1   45316194   45452394    516      27  373941      0.21619    0.00090455      0.21529
HECTD3             1   45468220   45477027     44      13  373636     0.081979    0.00090455     0.081074
UROD               1   45477805   45481341     13       7  377573      0.70679    0.00090455      0.70588
ZSWIM5             1   45482071   45672250    447      44  374989    -0.024791    0.00090455    -0.025696
HPDL               1   45792545   45794347      3       2  372864      0.64711    0.00090455      0.64621
MUTYH              1   45794914   45806142     34      13  374657      0.82434    0.00090455      0.82344
TOE1               1   45805342   45809650     15       6  373382    -0.019865    0.00090455    -0.020769
TESK2              1   45809555   45956840    384      30  374533      -1.2309    0.00090455      -1.2318
MMACHC             1   45965856   45976739     36      12  374619     -0.45177    0.00090455     -0.45267
PRDX1              1   45976707   45988562     54      10  374671     -0.93956    0.00090455     -0.94047
AKR1A1             1   46016455   46035723     81      18  373677       -1.225    0.00090455      -1.2259
NASP               1   46049660   46084578    128      15  374649       0.2636    0.00090455       0.2627
CCDC17             1   46085716   46090424     17       4  378352      0.52766    0.00090455      0.52676
GPBP1L1            1   46092976   46153782    189      19  375654      0.54409    0.00090455      0.54318
TMEM69             1   46153847   46160110     17       4  372550       1.3083    0.00090455       1.3074
IPP                1   46159996   46216485    151      15  370789       1.1588    0.00090455       1.1579
MAST2              1   46269269   46501796    709      30  376029      0.50098    0.00090455      0.50007
PIK3R3             1   46505812   46642167    367      29  374837      0.52179    0.00090455      0.52088
TSPAN1             1   46640749   46651634     22       7  371769      0.43617    0.00090455      0.43527
POMGNT1            1   46654353   46685977     68      18  375602      -0.7259    0.00090455     -0.72681
LURAP1             1   46669006   46686928     34      15  373944     -0.77772    0.00090455     -0.77862
RAD54L             1   46713367   46744145     62      26  376334      -2.0395    0.00090455      -2.0404
LRRC41             1   46744072   46769038     35      20  374793      -2.9038    0.00090455      -2.9047
UQCRH              1   46769324   46782448     28      12  373611      -1.6818    0.00090455      -1.6827
NSUN4              1   46805849   46830824    168       5  374337      -1.1097    0.00090455      -1.1106
FAAH               1   46859939   46879520     44      14  376827       -1.345    0.00090455      -1.3459
DMBX1              1   46972668   46979898     37      13  374290     -0.18672    0.00090455     -0.18763
KNCN               1   47011316   47016887     27       9  373994     -0.80169    0.00090455      -0.8026
MKNK1              1   47023079   47069966    144      27  375771     0.027614    0.00090455      0.02671
MOB3C              1   47073387   47082563     31       8  375256       1.1919    0.00090455        1.191
ATPAF1             1   47100711   47134099    124      11  374891      -1.4414    0.00090455      -1.4423
TEX38              1   47137497   47139266      7       4  377329      -2.3487    0.00090455      -2.3496
EFCAB14            1   47140831   47184792    115      14  377650      -1.6562    0.00090455      -1.6571
CYP4B1             1   47264670   47285021     81      16  377571     -0.44937    0.00090455     -0.45027
CYP4A11            1   47394846   47407156     44      10  376248     -0.40819    0.00090455     -0.40909
CYP4X1             1   47427036   47516423    255      30  374952     -0.90313    0.00090455     -0.90403
CYP4Z1             1   47533160   47583992    149      12  373184     -0.18216    0.00090455     -0.18306
CYP4A22            1   47603107   47614528     62      12  373263      -0.3826    0.00090455     -0.38351
PDZK1IP1           1   47649261   47655771     21      12  371394       1.1907    0.00090455       1.1898
TAL1               1   47681962   47697938     51      16  374943       3.8252    0.00090455       3.8243
STIL               1   47715811   47779819    264      24  375149       1.1999    0.00090455        1.199
CMPK1              1   47799469   47844511    199      30  373883       0.6531    0.00090455       0.6522
FOXE3              1   47881744   47883724      3       2  372216      0.18147    0.00090455      0.18057
FOXD2              1   47901689   47906363     11       6  374024      0.22537    0.00090455      0.22447
TRABD2B            1   48226200   48463009    785      47  374495      -0.4396    0.00090455     -0.44051
SLC5A9             1   48688339   48714316     75      19  375442      -1.1004    0.00090455      -1.1013
SPATA6             1   48761044   48937876    570      31  373957     -0.30495    0.00090455     -0.30586
AGBL4              1   48998527   50489626   2929      81  375960     -0.44208    0.00090455     -0.44298
BEND5              1   49193538   49242547     86      19  378823       2.5599    0.00090455       2.5589
ELAVL4             1   50513686   50669442    258      44  376316       1.7355    0.00090455       1.7346
DMRTA2             1   50883223   50889119      5       3  370958       2.2074    0.00090455       2.2065
FAF1               1   50906935   51425936   1162      55  374558      0.48041    0.00090455      0.47951
CDKN2C             1   51434367   51440309     14       6  374428      0.81719    0.00090455      0.81629
C1orf185           1   51442129   51613754    511      50  373659    -0.044199    0.00090455    -0.045103
RNF11              1   51701945   51739119    120      10  373254      -0.8876    0.00090455     -0.88851
TTC39A             1   51752930   51810785    186      42  372680     -0.72514    0.00090455     -0.72605
EPS15              1   51819935   51985026    615      27  373860      -1.1098    0.00090455      -1.1107
OSBPL9             1   52082546   52254891    372      33  372672      -1.6491    0.00090455        -1.65
NRD1               1   52254864   52344609    248      34  374416       1.8981    0.00090455       1.8972
RAB3B              1   52373628   52456436    242      33  375175     0.024526    0.00090455     0.023621
TXNDC12            1   52485803   52521843     92      15  375604   0.00055775    0.00090455  -0.00034681
KTI12              1   52497777   52499472      6       3  381003     -0.91422    0.00090455     -0.91513
BTF3L4             1   52521857   52556388     97      17  372740      0.60868    0.00090455      0.60778
ZFYVE9             1   52607678   52812358    470      40  373785      0.85706    0.00090455      0.85615
CC2D1B             1   52816265   52831877     47      18  373961       1.4862    0.00090455       1.4853
ORC1               1   52838501   52870143     67      20  373431      0.71996    0.00090455      0.71905
PRPF38A            1   52870219   52883992     14       5  376007     -0.22918    0.00090455     -0.23008
ZCCHC11            1   52888947   53018764    274      23  374573      0.56766    0.00090455      0.56675
GPX7               1   53068043   53074723     21       6  374419      0.65846    0.00090455      0.65755
FAM159A            1   53098961   53133252     83      20  375066       0.8608    0.00090455       0.8599
COA7               1   53152014   53164038     36      10  373778       1.3616    0.00090455       1.3607
ZYG11B             1   53192126   53293014    360      24  373651     -0.10937    0.00090455     -0.11027
ZYG11A             1   53308183   53360247    163      18  374374     -0.24166    0.00090455     -0.24256
ECHDC2             1   53361582   53392846     50      15  374143     -0.97968    0.00090455     -0.98058
SCP2               1   53392901   53517289    532      26  374777      -1.3641    0.00090455       -1.365
PODN               1   53527724   53551174    137      20  377229      -1.6718    0.00090455      -1.6727
SLC1A7             1   53552855   53608304    326      48  373293      -2.5306    0.00090455      -2.5315
CPT2               1   53662101   53679869     36      11  375719       3.4131    0.00090455       3.4122
C1orf123           1   53679771   53686289     15       5  378116       3.5727    0.00090455       3.5718
MAGOH              1   53692564   53704282     31      10  374896       4.0056    0.00090455       4.0047
LRP8               1   53708036   53793821    228      38  376272       2.9611    0.00090455       2.9602
DMRTB1             1   53925072   53933158     36      11  373757       1.8526    0.00090455       1.8517
GLIS1              1   53971904   54203748    805      59  375770     -0.86133    0.00090455     -0.86223
NDC1               1   54231133   54304225    152      17  375108      0.11536    0.00090455      0.11446
YIPF1              1   54317392   54355487    127      14  375651      -1.6076    0.00090455      -1.6085
DIO1               1   54359860   54376763     73      13  374730        -1.59    0.00090455      -1.5909
HSPB11             1   54387234   54411975     70      15  374179     -0.25518    0.00090455     -0.25608
LRRC42             1   54411999   54433841     64      25  372730      -0.8786    0.00090455     -0.87951
LDLRAD1            1   54472971   54483859     44      10  374701     -0.81814    0.00090455     -0.81904
TMEM59             1   54497346   54519135     58      17  373022     0.063931    0.00090455     0.063026
TCEANC2            1   54519274   54565416    132      25  374925      -1.2354    0.00090455      -1.2363
CDCP2              1   54604668   54618679     77      17  375857     -0.80854    0.00090455     -0.80945
CYB5RL             1   54638009   54665746     87      25  372332      0.23617    0.00090455      0.23527
MRPL37             1   54665840   54691407    105      21  375686       0.8272    0.00090455       0.8263
SSBP3              1   54691104   54872068    607      97  373659       1.7248    0.00090455       1.7239
ACOT11             1   55007930   55100417    446      45  373632      -1.0212    0.00090455      -1.0221
FAM151A            1   55074850   55089200     52      17  372723     -0.56271    0.00090455     -0.56361
MROH7              1   55107427   55175939    260      44  374627     -0.99402    0.00090455     -0.99492
TTC4               1   55181495   55208330    174       8  374552      0.45632    0.00090455      0.45541
PARS2              1   55222571   55230226     30       8  376318      0.73611    0.00090455       0.7352
TTC22              1   55246752   55266941     74      18  371610      -1.3575    0.00090455      -1.3584
C1orf177           1   55271736   55307937    166      16  373327     -0.53914    0.00090455     -0.54004
DHCR24             1   55315300   55352921    152      23  373744     -0.46879    0.00090455      -0.4697
TMEM61             1   55446271   55457966     50       7  371317      0.34414    0.00090455      0.34324
BSND               1   55464617   55474465     30       9  372729      0.50459    0.00090455      0.50369
PCSK9              1   55505149   55530526    113      26  373790       2.7737    0.00090455       2.7728
USP24              1   55532032   55681039    408      36  374570       3.2066    0.00090455       3.2057
PPAP2B             1   56960419   57045257    284      36  376109     -0.51921    0.00090455     -0.52011
PRKAA2             1   57110990   57181008    252      16  373684       0.9651    0.00090455       0.9642
C1orf168           1   57184477   57285369    359      54  373032      0.24073    0.00090455      0.23983
C8A                1   57320443   57383894    293      37  375128       1.5426    0.00090455       1.5417
C8B                1   57394883   57433213    164      39  373992       3.2305    0.00090455       3.2296
DAB1               1   57460453   58716211   4644     263  375776        1.423    0.00090455       1.4221
OMA1               1   58881052   59012469    629      60  375718      -1.5521    0.00090455       -1.553
TACSTD2            1   59041095   59043166     14       5  375098     -0.40969    0.00090455     -0.41059
MYSM1              1   59120411   59165747    248      25  375913     -0.53544    0.00090455     -0.53634
JUN                1   59246463   59249785      4       2  376614       -2.084    0.00090455      -2.0849
FGGY               1   59762625   60228402   1224      90  374826      -2.2053    0.00090455      -2.2062
HOOK1              1   60280458   60342050    152      25  375634     -0.79814    0.00090455     -0.79904
CYP2J2             1   60358980   60392445     81      17  378197      -1.5026    0.00090455      -1.5035
C1orf87            1   60456066   60539442    236      49  375970     -0.97932    0.00090455     -0.98022
NFIA               1   61542946   61928460   1128     126  374132    -0.050523    0.00090455    -0.051428
TM2D1              1   62146718   62191095    129      19  374016       2.0687    0.00090455       2.0678
INADL              1   62208149   62629592   1563     118  372778     -0.58043    0.00090455     -0.58134
L1TD1              1   62660474   62678000    121      23  374398     -0.41926    0.00090455     -0.42016
KANK4              1   62701837   62785083    392      35  376086      0.44519    0.00090455      0.44429
USP1               1   62901975   62917475     37       5  374916     -0.50556    0.00090455     -0.50647
DOCK7              1   62920397   63154039    399      20  375303     -0.27055    0.00090455     -0.27145
ANGPTL3            1   63063158   63071976      6       2  372839       2.7651    0.00090455       2.7642
ATG4C              1   63249777   63330941    221      20  376217     -0.93076    0.00090455     -0.93167
FOXD3              1   63788730   63790797      4       2  371615     0.089973    0.00090455     0.089068
ALG6               1   63833261   63904233    191      27  374662     -0.21277    0.00090455     -0.21368
ITGB3BP            1   63906441   63988944    234      24  376450     -0.12577    0.00090455     -0.12668
EFCAB7             1   63989013   64051041    198      22  375023    -0.022564    0.00090455    -0.023468
PGM1               1   64058947   64125916    223      43  374572      -1.0046    0.00090455      -1.0055
ROR1               1   64239690   64647181   1179      95  375901      -2.3618    0.00090455      -2.3627
UBE2U              1   64669135   64732969    195      26  373320     -0.28842    0.00090455     -0.28933
CACHD1             1   64936476   65158741    498      77  377580      0.73353    0.00090455      0.73262
RAVER2             1   65210778   65298915    208      30  377163      0.39679    0.00090455      0.39589
JAK1               1   65298906   65432593    424      42  376393     -0.88584    0.00090455     -0.88675
AK4                1   65613232   65697828    190      23  373547      -1.0599    0.00090455      -1.0608
DNAJC6             1   65720133   65881552    513      36  376113     -0.45438    0.00090455     -0.45528
LEPROT             1   65886131   66107242    660      36  377111       1.1285    0.00090455       1.1276
LEPR               1   65886335   66103176    646      36  377200       1.1429    0.00090455        1.142
PDE4B              1   66258193   66840262   1641     108  375668       1.4601    0.00090455       1.4592
SGIP1              1   66999066   67210768    830      32  378851       1.1393    0.00090455       1.1384
TCTEX1D1           1   67217978   67244730     82      12  378638      -1.4188    0.00090455      -1.4197
INSL5              1   67263424   67266942      9       3  378509      -0.6367    0.00090455      -0.6376
WDR78              1   67278568   67390907    227      35  375674    -0.073211    0.00090455    -0.074116
MIER1              1   67390578   67454302    159      18  377370      0.66085    0.00090455      0.65995
SLC35D1            1   67465015   67520080    181      20  375462      0.75813    0.00090455      0.75722
C1orf141           1   67557859   67600654    189      18  375373        0.402    0.00090455      0.40109
IL23R              1   67604590   67725662    378      39  374687      -1.0755    0.00090455      -1.0764
IL12RB2            1   67773047   67862583    268      21  374482        1.161    0.00090455       1.1601
SERBP1             1   67873493   67896123     35      13  372516       1.3303    0.00090455       1.3294
GADD45A            1   68150860   68154021      9       4  374169     -0.48789    0.00090455      -0.4888
GNG12              1   68167149   68299436    414      50  376234      0.12378    0.00090455      0.12287
DIRAS3             1   68511645   68517314     14       4  373071      -1.6445    0.00090455      -1.6454
WLS                1   68564142   68698284    601      79  376452       1.8238    0.00090455       1.8228
RPE65              1   68894507   68915642     77      16  374366     -0.77957    0.00090455     -0.78047
DEPDC1             1   68939835   68962799     72      12  376308      0.98584    0.00090455      0.98493
LRRC7              1   70033230   70589171   1790      93  375219       2.3565    0.00090455       2.3556
LRRC40             1   70610485   70671361    133      25  373370        0.746    0.00090455      0.74509
SRSF11             1   70671365   70717703     96      19  374863      0.22283    0.00090455      0.22192
ANKRD13C           1   70724685   70820471    225      45  373095     -0.15067    0.00090455     -0.15157
HHLA3              1   70820493   70833706     35      10  375417     -0.76731    0.00090455     -0.76821
CTH                1   70876901   70905534     94      27  374173    -0.029211    0.00090455    -0.030115
PTGER3             1   71318036   71513497    667      52  375022      -0.4112    0.00090455      -0.4121
ZRANB2             1   71528974   71546972     43      15  376473      0.40646    0.00090455      0.40555
NEGR1              1   71868625   72748533   2314     128  375645       2.9008    0.00090455       2.8999
LRRIQ3             1   74491699   74663871    340      24  376457      0.49364    0.00090455      0.49274
FPGT               1   74663896   74674533     39       4  379425       1.3455    0.00090455       1.3446
FPGT-TNNI3K        1   74663896   75010116    785      69  376276       1.4873    0.00090455       1.4864
TNNI3K             1   74701071   75010116    679      66  375924       1.2014    0.00090455       1.2005
ERICH3             1   75033795   75139422    194      27  376928       1.0474    0.00090455       1.0465
CRYZ               1   75171170   75199092    106      26  373802       1.1084    0.00090455       1.1075
TYW3               1   75198836   75232361    126      19  373148       1.0227    0.00090455       1.0218
LHX8               1   75594119   75627218     83      21  374910       1.3362    0.00090455       1.3353
SLC44A5            1   75667816   76081698   1271      57  375469       1.4925    0.00090455       1.4916
ACADM              1   76190043   76229355    201      24  374671     -0.44016    0.00090455     -0.44106
RABGGTB            1   76251879   76260775     31      13  377410       1.1016    0.00090455       1.1007
MSH4               1   76262556   76379581    491      32  375909      0.15245    0.00090455      0.15154
ASB17              1   76384558   76398116     68      16  376743      0.85095    0.00090455      0.85004
ST6GALNAC3         1   76540389   77100311   1912     170  375586      0.74406    0.00090455      0.74316
ST6GALNAC5         1   77333126   77533223    662      57  373895      0.90788    0.00090455      0.90697
PIGK               1   77554666   77685132    377      25  375314      -1.4315    0.00090455      -1.4324
AK5                1   77747662   78025654   1210      91  376064     -0.19701    0.00090455     -0.19792
ZZZ3               1   78028160   78149119    274      33  375073       1.4857    0.00090455       1.4847
USP33              1   78161672   78225564    145      41  374491       1.4459    0.00090455        1.445
FAM73A             1   78245309   78345225    229      51  373335      0.59174    0.00090455      0.59084
NEXN               1   78354200   78412009    135      32  373436      0.30634    0.00090455      0.30543
FUBP1              1   78409740   78444839    100      24  375292     -0.80145    0.00090455     -0.80236
DNAJB4             1   78444847   78483648    121      34  373692      0.79537    0.00090455      0.79446
GIPC2              1   78510646   78604129    297      31  374913      -1.1388    0.00090455      -1.1397
PTGFR              1   78956728   79006386    202      29  373785     -0.77925    0.00090455     -0.78015
IFI44L             1   79086067   79111830     65      17  375412      0.28037    0.00090455      0.27946
IFI44              1   79115477   79129763     31      10  374707   -0.0050968    0.00090455   -0.0060014
ADGRL4             1   79355449   79472495    537      30  375155      0.64156    0.00090455      0.64066
ADGRL2             1   82266082   82458107    736      65  376460       1.5755    0.00090455       1.5746
TTLL7              1   84335057   84464850    381      21  375972      0.40731    0.00090455      0.40641
PRKACB             1   84543745   84704181    313      31  375258     -0.36856    0.00090455     -0.36946
SAMD13             1   84764049   84816481    106      16  374183     -0.31845    0.00090455     -0.31936
DNASE2B            1   84864215   84880691     82      14  377734       0.9741    0.00090455      0.97319
RPF1               1   84944920   84964033    106      26  376220      0.43959    0.00090455      0.43868
GNG5               1   84964006   84972262     35      13  374973      0.53918    0.00090455      0.53828
SPATA1             1   84971902   85022150    246      37  375559      0.13332    0.00090455      0.13241
CTBS               1   85018804   85048039    122      28  374250      0.26761    0.00090455      0.26671
SSX2IP             1   85109390   85156440    152      24  377013      -0.8269    0.00090455      -0.8278
LPAR3              1   85279086   85358896    296      58  373971     -0.86239    0.00090455     -0.86329
MCOLN2             1   85391266   85462796    253      20  376261      -1.4317    0.00090455      -1.4326
MCOLN3             1   85483765   85514585     74      17  375139     -0.52849    0.00090455      -0.5294
WDR63              1   85527993   85598821    248      39  377163     -0.29931    0.00090455     -0.30022
SYDE2              1   85623356   85667292    138      19  375197    -0.013757    0.00090455    -0.014661
C1orf52            1   85715636   85725355     31      12  375755       1.5338    0.00090455       1.5329
BCL10              1   85731459   85742604     45      16  379775      0.16606    0.00090455      0.16516
DDAH1              1   85784168   86044046    869      73  375031     -0.92448    0.00090455     -0.92539
CYR61              1   86046444   86049650      7       4  371548       2.2801    0.00090455       2.2792
ZNHIT6             1   86115106   86174116    151      30  378031     0.027372    0.00090455     0.026467
COL24A1            1   86194916   86622121   1703      80  376046     -0.59079    0.00090455      -0.5917
ODF2L              1   86812507   86862025    201      25  374044     -0.34451    0.00090455     -0.34542
CLCA2              1   86889769   86922241    198      29  376608     0.089298    0.00090455     0.088393
CLCA1              1   86934526   86965977    132      32  375025      -2.4443    0.00090455      -2.4453
CLCA4              1   87012759   87046437     90      19  373224      -1.1193    0.00090455      -1.1202
SH3GLB1            1   87170253   87213867    114      22  373878      0.86307    0.00090455      0.86217
SEP15              1   87328128   87380107    185      21  375014       3.2133    0.00090455       3.2124
HS2ST1             1   87380335   87575681    623      23  375268       3.0163    0.00090455       3.0154
LOC101927844       1   87678352   87717014    122      22  376168       1.7247    0.00090455       1.7238
LMO4               1   87794151   87814606     53      15  375015       2.4086    0.00090455       2.4077
PKN2               1   89149876   89301938    546      19  374682      -1.6505    0.00090455      -1.6514
GTF2B              1   89318321   89357301    152      18  374441      -1.4808    0.00090455      -1.4817
CCBL2              1   89401456   89458643    260      24  375012       1.0259    0.00090455        1.025
RBMXL1             1   89445139   89458643     38      18  371750     -0.39725    0.00090455     -0.39815
GBP3               1   89472360   89488556     52      11  375817      -1.5861    0.00090455       -1.587
GBP1               1   89517987   89531043     63      17  375481     -0.51652    0.00090455     -0.51742
GBP2               1   89571815   89591842     90      15  376667      -1.2208    0.00090455      -1.2217
GBP7               1   89597434   89641723    134      25  374434     -0.55886    0.00090455     -0.55976
GBP4               1   89646831   89664633     58      17  376336      -1.1155    0.00090455      -1.1164
GBP5               1   89724633   89738544     34      14  375510      -1.7368    0.00090455      -1.7377
GBP6               1   89829436   89853719     95      20  376528      -1.2374    0.00090455      -1.2383
LRRC8B             1   89989933   90063420    221      23  378188      0.11345    0.00090455      0.11254
LRRC8C             1   90098644   90185094    195      20  376180       1.5095    0.00090455       1.5086
LRRC8D             1   90286573   90401991    193      47  373631     -0.99293    0.00090455     -0.99383
ZNF326             1   90460678   90494101     50      13  374788      -1.3457    0.00090455      -1.3466
BARHL2             1   91177579   91182794     12       8  372574      0.95135    0.00090455      0.95044
ZNF644             1   91380855   91487812    253      26  374744      0.28094    0.00090455      0.28004
HFM1               1   91726323   91870426    364      37  374852      0.37041    0.00090455      0.36951
CDC7               1   91966338   91991321     62      15  375427     -0.83213    0.00090455     -0.83304
TGFBR3             1   92145900   92371559    814      71  377019      -1.4105    0.00090455      -1.4114
BRDT               1   92414928   92479985    222      22  374726      0.47118    0.00090455      0.47028
EPHX4              1   92495533   92529093     94      19  372987      0.73929    0.00090455      0.73838
SETSIP             1   92540093   92540968      2       1  372231     -0.61012    0.00090455     -0.61103
BTBD8              1   92545862   92613397    207      27  375599      0.34139    0.00090455      0.34048
KIAA1107           1   92632609   92650280     41      10  377815      0.49189    0.00090455      0.49099
C1orf146           1   92683573   92711367     64      18  373483     -0.98317    0.00090455     -0.98407
GLMN               1   92711955   92764566    123      29  374447     -0.74284    0.00090455     -0.74374
RPAP2              1   92764522   92853732    281      36  374545      -1.2871    0.00090455       -1.288
GFI1               1   92940318   92952433     43      16  373403      0.20087    0.00090455      0.19997
EVI5               1   92974253   93257961    922      32  375231       -1.424    0.00090455      -1.4249
RPL5               1   93297594   93307481     27      11  374180     -0.79279    0.00090455     -0.79369
FAM69A             1   93298286   93427079    310      20  375491     -0.66799    0.00090455      -0.6689
MTF2               1   93544792   93604638    131      22  373667      0.11009    0.00090455      0.10918
TMED5              1   93615299   93646246     94      20  374409       1.3424    0.00090455       1.3415
CCDC18             1   93646038   93744769    297      23  375070       1.5626    0.00090455       1.5617
DR1                1   93811478   93828149     48      14  375481       1.4782    0.00090455       1.4773
FNBP1L             1   93913688   94020218    238      52  373410     -0.18424    0.00090455     -0.18515
BCAR3              1   94027343   94312706   1029      44  375703      0.76864    0.00090455      0.76773
DNTTIP2            1   94335014   94345474     50      11  373989     -0.52236    0.00090455     -0.52327
GCLM               1   94352590   94375154     69      15  373141      0.16152    0.00090455      0.16062
ABCA4              1   94458393   94586705    525      89  376481     -0.65789    0.00090455     -0.65879
ARHGAP29           1   94634463   94713251    201      49  374838     -0.96056    0.00090455     -0.96147
ABCD3              1   94883933   94984219    174      33  372819     -0.79957    0.00090455     -0.80047
F3                 1   94994732   95007413     40      14  371593      -1.0056    0.00090455      -1.0065
SLC44A3            1   95285898   95360803    320      55  375863      0.59391    0.00090455        0.593
CNN3               1   95362507   95392735    134      34  372710      0.85609    0.00090455      0.85518
ALG14              1   95448279   95538512    298      36  375037     -0.88083    0.00090455     -0.88174
TMEM56             1   95582894   95663163    280      34  374091      -1.8065    0.00090455      -1.8074
TMEM56-RWDD3       1   95583479   95710511    449      45  374526      -1.3357    0.00090455      -1.3366
RWDD3              1   95699711   95712781     49      17  374363     -0.10354    0.00090455     -0.10445
PTBP2              1   97187161   97280605    303      29  374456       2.6999    0.00090455        2.699
DPYD               1   97543299   98386615   2528     151  373863       1.1999    0.00090455       1.1989
SNX7               1   99127236   99226056    396      31  376035      -0.3376    0.00090455      -0.3385
LPPR5              1   99355801   99470449    502      58  374821     -0.23527    0.00090455     -0.23618
LPPR4              1   99729848   99775140    163      31  376946    -0.041549    0.00090455    -0.042453
PALMD              1  100111431  100160097    186      28  376101     -0.88052    0.00090455     -0.88142
FRRS1              1  100174206  100232186    269      14  378317    -0.019793    0.00090455    -0.020698
AGL                1  100315633  100389579    284      24  376496     -0.79618    0.00090455     -0.79709
SLC35A3            1  100435345  100492535    206      20  374405       1.2837    0.00090455       1.2828
HIAT1              1  100503670  100548933    168      24  374590       1.0989    0.00090455        1.098
SASS6              1  100549100  100598518    178      23  375348    0.0067644    0.00090455    0.0058598
TRMT13             1  100598669  100616054     61      16  375569      0.63626    0.00090455      0.63535
LRRC39             1  100614004  100643829     78      19  373961       0.4838    0.00090455       0.4829
DBT                1  100652478  100715409    145      15  376227       1.2494    0.00090455       1.2485
RTCA               1  100731714  100758325     87      11  375569      -1.3938    0.00090455      -1.3947
CDC14A             1  100810598  100985833    425      32  374705      0.64361    0.00090455       0.6427
GPR88              1  101003728  101007583     12       5  372893       1.3743    0.00090455       1.3734
VCAM1              1  101185196  101204601     28      12  374902      0.46662    0.00090455      0.46572
EXTL2              1  101337928  101361548     55      10  376044     -0.23022    0.00090455     -0.23112
SLC30A7            1  101361632  101552821    476      27  375016     -0.17589    0.00090455     -0.17679
DPH5               1  101455179  101491365     84      14  375355     0.060797    0.00090455     0.059892
S1PR1              1  101702305  101707076     11       6  377718      -2.1767    0.00090455      -2.1776
OLFM3              1  102268126  102462790    697      74  375528       1.8804    0.00090455       1.8795
COL11A1            1  103342023  103574052   1123      40  376462     -0.24821    0.00090455     -0.24911
RNPC3              1  104068323  104097861     46      12  371555      0.79727    0.00090455      0.79637
AMY2B              1  104095894  104122156     41      18  373728     -0.21098    0.00090455     -0.21189
AMY2A              1  104159999  104168400      1       1  372883     -0.88605    0.00090455     -0.88696
PRMT6              1  107599267  107601916      5       3  378448     -0.12994    0.00090455     -0.13084
NTNG1              1  107682540  108024477    906      90  375794      -1.5356    0.00090455      -1.5365
VAV3               1  108113782  108507545   1568     112  375697      0.15167    0.00090455      0.15077
SLC25A24           1  108677344  108742980    209      25  376075      -1.0542    0.00090455      -1.0552
