# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
HMGN4              6   26538572   26547165     19       4  503       3.3325    0.00034104       3.3321
ABT1               6   26597171   26600278     15       5  503       5.8374    0.00034104        5.837
ZNF322             6   26634611   26659980     74      10  503       5.9382    0.00034104       5.9379
HIST1H2BJ          6   27093912   27100743     10       4  503      0.33047    0.00034104      0.33013
HIST1H2BK          6   27106072   27114637     12       5  503       2.5201    0.00034104       2.5198
HIST1H4I           6   27106924   27108258      2       1  503     -0.41923    0.00034104     -0.41957
HIST1H2AH          6   27114861   27115341      2       1  503     -0.20896    0.00034104      -0.2093
PRSS16             6   27215480   27224399     20       7  503       4.1583    0.00034104       4.1579
POM121L2           6   27276842   27280011     17       8  503       5.0214    0.00034104        5.021
ZNF391             6   27356524   27371683     88       6  503       4.3061    0.00034104       4.3057
ZNF184             6   27418521   27440897     84       6  503       3.9313    0.00034104        3.931
HIST1H2BL          6   27775257   27775709      2       1  503       6.5252    0.00034104       6.5248
HIST1H3H           6   27777842   27778314      1       1  503       -0.319    0.00034104     -0.31934
HIST1H2BM          6   27782822   27783267      1       1  503       2.2941    0.00034104       2.2938
HIST1H4J           6   27791903   27792258      4       2  503       2.8772    0.00034104       2.8768
HIST1H4K           6   27798952   27799305      1       1  503       2.5192    0.00034104       2.5189
HIST1H2BN          6   27805544   27821533     28       5  503       8.0296    0.00034104       8.0293
HIST1H2AL          6   27833107   27833576      2       1  503       6.3691    0.00034104       6.3687
HIST1H1B           6   27834570   27835359      4       2  503       7.3404    0.00034104       7.3401
HIST1H3I           6   27839623   27840099      1       1  503        6.363    0.00034104       6.3627
HIST1H4L           6   27840926   27841289      2       1  503       7.1621    0.00034104       7.1618
HIST1H3J           6   27858093   27858570      1       1  503       6.5739    0.00034104       6.5736
HIST1H2BO          6   27861203   27926100    118      24  503        6.427    0.00034104       6.4267
OR2B2              6   27878963   27880174      4       2  503       7.8425    0.00034104       7.8422
OR2B6              6   27925019   27925960      3       1  503      0.59439    0.00034104      0.59405
ZNF165             6   28048482   28057341     27       6  503       5.7778    0.00034104       5.7775
ZSCAN16            6   28092334   28097864     11       3  503       6.4784    0.00034104        6.478
ZKSCAN8            6   28109688   28127250     46       7  503        6.452    0.00034104       6.4516
ZSCAN9             6   28193029   28201265     27       7  503       6.8551    0.00034104       6.8547
ZKSCAN4            6   28212404   28227030     33      10  503       7.4001    0.00034104       7.3998
NKAPL              6   28227075   28228736      6       3  503       5.0968    0.00034104       5.0965
ZSCAN26            6   28234788   28246001     17       4  503       7.0238    0.00034104       7.0234
PGBD1              6   28249314   28270326     62      13  503       7.0103    0.00034104         7.01
ZSCAN31            6   28292514   28321972     97      15  503       7.5459    0.00034104       7.5455
ZKSCAN3            6   28317691   28336954     67      13  503       7.9389    0.00034104       7.9385
ZSCAN12            6   28346598   28367544     67       9  503       7.2991    0.00034104       7.2988
ZSCAN23            6   28399373   28411279     32       5  503       6.0561    0.00034104       6.0557
GPX6               6   28471073   28483570     48      12  503       1.9767    0.00034104       1.9764
GPX5               6   28493789   28502728     23       6  503     -0.66868    0.00034104     -0.66902
ZBED9              6   28539407   28555112     25       8  503       6.2173    0.00034104        6.217
TRIM27             6   28870779   28891768     57      11  503       6.4903    0.00034104       6.4899
ZNF311             6   28962562   28973037     17       4  503       2.9095    0.00034104       2.9092
OR2W1              6   29011990   29012952      1       1  503      -1.6822    0.00034104      -1.6825
OR2B3              6   29053985   29055090      1       1  503     -0.23444    0.00034104     -0.23478
OR2J3              6   29079587   29080661      5       2  503     -0.53725    0.00034104     -0.53759
OR2J2              6   29141311   29142351      6       2  503       4.6445    0.00034104       4.6441
OR14J1             6   29274467   29275432      1       1  503        4.053    0.00034104       4.0526
OR5V1              6   29323007   29324054      1       1  503     -0.18281    0.00034104     -0.18315
OR12D3             6   29341200   29343068      2       1  503       7.0229    0.00034104       7.0226
OR12D2             6   29364416   29365448      9       2  503       3.4299    0.00034104       3.4295
OR11A1             6   29393281   29424848     17       4  503       6.5033    0.00034104       6.5029
OR2H1              6   29424947   29432099      1       1  503        -1.15    0.00034104      -1.1503
UBD                6   29523389   29527702      3       1  503       7.5756    0.00034104       7.5752
OR2H2              6   29553818   29556745      4       2  503       3.2433    0.00034104       3.2429
GABBR1             6   29570005   29600962     80       3  503     -0.15831    0.00034104     -0.15866
MOG                6   29624758   29640149     88      15  503       3.1705    0.00034104       3.1702
ZFP57              6   29640169   29644931     29       9  503       6.0019    0.00034104       6.0016
HLA-F              6   29691117   29695073     30       6  503       2.8388    0.00034104       2.8385
LOC554223          6   29759683   29765584    107      10  503       5.6073    0.00034104        5.607
HLA-G              6   29794756   29798899     54       4  503       4.0632    0.00034104       4.0629
HLA-A              6   29910247   29913661     15       3  503        6.168    0.00034104       6.1676
ZNRD1              6   30029017   30032686      1       1  503        8.953    0.00034104       8.9527
RNF39              6   30038043   30043628      2       1  503       7.0185    0.00034104       7.0182
TRIM31             6   30070674   30080867      1       1  503        8.803    0.00034104       8.8027
TRIM40             6   30103885   30116512      1       1  503       8.8126    0.00034104       8.8123
TRIM10             6   30119722   30128711      2       1  503       6.7292    0.00034104       6.7288
TRIM15             6   30130968   30140473      1       1  503       9.0425    0.00034104       9.0422
TRIM26             6   30152232   30181271      6       1  503       6.7743    0.00034104        6.774
TRIM39             6   30294227   30311506      2       1  503       6.6758    0.00034104       6.6755
TRIM39-RPP21       6   30297088   30314635      1       1  503       8.6755    0.00034104       8.6751
GNL1               6   30509154   30525371      1       1  503       8.0006    0.00034104       8.0002
ABCF1              6   30539170   30559309      1       1  503       7.8193    0.00034104       7.8189
ATAT1              6   30594613   30614598      3       1  503       6.5217    0.00034104       6.5214
C6orf136           6   30614816   30620987      1       1  503       8.4476    0.00034104       8.4473
DHX16              6   30620896   30640830      1       1  503      0.92677    0.00034104      0.92643
PPP1R18            6   30644166   30655672      2       1  503       6.5205    0.00034104       6.5201
NRM                6   30655824   30659197      1       1  503       8.3801    0.00034104       8.3798
TUBB               6   30688012   30693199      2       1  503        6.685    0.00034104       6.6846
FLOT1              6   30695506   30710687      6       1  503       6.6028    0.00034104       6.6024
DDR1               6   30850694   30867933     10       2  503       6.9391    0.00034104       6.9388
GTF2H4             6   30875957   30881883      4       2  503       6.6145    0.00034104       6.6142
VARS2              6   30881982   30894236      4       2  503       7.5816    0.00034104       7.5813
SFTA2              6   30899127   30899952      3       1  503       7.0219    0.00034104       7.0216
DPCR1              6   30908777   30921998      8       3  503         6.99    0.00034104       6.9897
MUC21              6   30951485   30957675     16       7  503       5.5143    0.00034104        5.514
MUC22              6   30973729   31003179    364      29  503       3.9146    0.00034104       3.9143
C6orf15            6   31079000   31080332     18       6  503       4.2866    0.00034104       4.2862
PSORS1C1           6   31082608   31107869    312      24  503       3.7054    0.00034104       3.7051
CDSN               6   31082865   31088252     79      10  503       2.8861    0.00034104       2.8857
PSORS1C2           6   31105311   31107127     19       9  503       4.1025    0.00034104       4.1022
CCHCR1             6   31110216   31126015    164      23  503       4.7377    0.00034104       4.7373
TCF19              6   31126303   31134183     52      11  503       4.5408    0.00034104       4.5404
POU5F1             6   31132114   31138451     60      12  503       3.5574    0.00034104       3.5571
HLA-C              6   31236526   31239913    157      17  503       5.2068    0.00034104       5.2064
HLA-B              6   31321649   31324989    147      32  503       5.8094    0.00034104       5.8091
MICA               6   31367561   31383090    245      30  503       1.3438    0.00034104       1.3435
MICB               6   31462054   31478901    213      21  503       4.2492    0.00034104       4.2489
MCCD1              6   31496739   31498008     20       6  503       1.4698    0.00034104       1.4694
DDX39B             6   31497996   31510252     78      19  503       3.5174    0.00034104        3.517
ATP6V1G2           6   31512228   31514625     10       6  503       5.7052    0.00034104       5.7049
NFKBIL1            6   31514628   31526606     75      20  503       1.4236    0.00034104       1.4233
LTA                6   31539876   31542101     10       4  503       2.0677    0.00034104       2.0674
TNF                6   31543344   31546113      5       2  503     -0.31528    0.00034104     -0.31562
LTB                6   31548335   31550202      1       1  503     -0.40965    0.00034104     -0.40999
LST1               6   31553956   31556686     13       8  503       1.7025    0.00034104       1.7022
NCR3               6   31556660   31560762     23      10  503       4.1931    0.00034104       4.1927
AIF1               6   31582969   31584798      9       4  503        4.704    0.00034104       4.7037
PRRC2A             6   31588450   31605554     69      17  503       7.8357    0.00034104       7.8353
BAG6               6   31606805   31620953     44      14  503       6.7787    0.00034104       6.7784
APOM               6   31620187   31625987     13       5  503       6.1477    0.00034104       6.1473
C6orf47            6   31626075   31628549      4       2  503    -0.024568    0.00034104    -0.024909
GPANK1             6   31629006   31634060     24       9  503       5.1136    0.00034104       5.1132
CSNK2B             6   31632995   31637844     17       8  503       6.4462    0.00034104       6.4459
LY6G5B             6   31638728   31640227      7       4  503      0.91592    0.00034104      0.91558
LY6G5C             6   31644461   31648150      9       4  503       1.5685    0.00034104       1.5681
ABHD16A            6   31654726   31671137     38      10  503       2.6762    0.00034104       2.6758
LY6G6F             6   31674625   31678372     14       7  503       5.3642    0.00034104       5.3639
LY6G6D             6   31683048   31685698      6       3  503        1.557    0.00034104       1.5566
LY6G6C             6   31686425   31689511      8       4  503       5.1032    0.00034104       5.1028
C6orf25            6   31691121   31694487      4       2  503       4.9703    0.00034104         4.97
DDAH2              6   31694817   31698039      6       3  503       6.0813    0.00034104       6.0809
CLIC1              6   31698358   31705095      8       4  503       5.3238    0.00034104       5.3234
MSH5               6   31707725   31730455     57      15  503        7.782    0.00034104       7.7817
SAPCD1             6   31730773   31732627      5       3  503         1.39    0.00034104       1.3896
VWA7               6   31733178   31745108     29      12  503        7.001    0.00034104       7.0006
VARS               6   31745295   31763712     37      15  503       7.0201    0.00034104       7.0197
LSM2               6   31765169   31774761     29      11  503       6.9428    0.00034104       6.9424
HSPA1L             6   31777396   31790093     35      16  503       6.5693    0.00034104       6.5689
HSPA1A             6   31782952   31785719      5       2  503       5.9049    0.00034104       5.9046
HSPA1B             6   31789964   31798032     16       8  503       4.6153    0.00034104        4.615
C6orf48            6   31802693   31807541     18      10  503       6.0246    0.00034104       6.0243
NEU1               6   31826829   31830709      2       1  503      0.59102    0.00034104      0.59068
SLC44A4            6   31830969   31846823     67      14  503       6.0984    0.00034104        6.098
EHMT2              6   31847536   31865464     52      20  503       6.3581    0.00034104       6.3577
C2                 6   31865562   31913449    127      26  503       4.7123    0.00034104        4.712
ZBTB12             6   31867394   31869769      7       4  503       2.1012    0.00034104       2.1008
CFB                6   31913721   31919861     21      10  503       5.5234    0.00034104       5.5231
NELFE              6   31919864   31926864     17       7  503       2.6217    0.00034104       2.6214
SKIV2L             6   31926581   31937532     37      13  503        4.031    0.00034104       4.0306
DXO                6   31937588   31940032     10       6  503     -0.20631    0.00034104     -0.20665
STK19              6   31938952   31949223     37      13  503       4.3695    0.00034104       4.3692
CYP21A2            6   32006093   32009447     18       9  503       4.7557    0.00034104       4.7553
TNXB               6   32008932   32077151    170      36  503       5.8983    0.00034104        5.898
ATF6B              6   32083045   32096017     27      13  503       4.5118    0.00034104       4.5114
FKBPL              6   32096484   32098067      6       3  503       2.8722    0.00034104       2.8718
PRRT1              6   32116140   32119720      1       1  503       7.2808    0.00034104       7.2805
PPT2               6   32121229   32131458     27      12  503       5.9078    0.00034104       5.9074
EGFL8              6   32132382   32136062     12       4  503       6.6803    0.00034104         6.68
AGPAT1             6   32135983   32145888     20       8  503       6.6964    0.00034104       6.6961
RNF5               6   32146162   32148570     10       3  503       6.6883    0.00034104        6.688
AGER               6   32148745   32152099     14       7  503       6.2485    0.00034104       6.2482
PBX2               6   32152510   32157963     12       5  503       6.7901    0.00034104       6.7897
GPSM3              6   32158543   32163300     10       4  503       6.9529    0.00034104       6.9525
NOTCH4             6   32162620   32191844    128      24  503       6.2836    0.00034104       6.2833
C6orf10            6   32260475   32339705    271      11  503       6.5952    0.00034104       6.5948
BTNL2              6   32362513   32374900     35       4  503        3.681    0.00034104       3.6806
LOC101929163       6   32371234   32373967      5       1  503       1.3154    0.00034104        1.315
HLA-DRA            6   32407619   32412823     51       8  503       6.1271    0.00034104       6.1267
HLA-DRB5           6   32485151   32498006    285      10  503       4.7046    0.00034104       4.7042
HLA-DRB1           6   32546546   32557613    229      19  503       4.7443    0.00034104        4.744
HLA-DQA1           6   32605169   32612152    546      19  503       5.6256    0.00034104       5.6253
HLA-DQB1           6   32627241   32634466    366      21  503       6.0227    0.00034104       6.0224
HLA-DQA2           6   32709156   32714664     62       7  503       3.7749    0.00034104       3.7745
HLA-DQB2           6   32723837   32731330     54       4  503       3.1812    0.00034104       3.1808
HLA-DOB            6   32780540   32784825     37      10  503       1.8609    0.00034104       1.8605
TAP2               6   32789610   32806547    154      24  503       2.7598    0.00034104       2.7595
PSMB8              6   32808494   32812712     21       5  503      0.88746    0.00034104      0.88712
TAP1               6   32812986   32821748     87      10  503       1.2482    0.00034104       1.2479
PSMB9              6   32821927   32827628     31       7  503       3.3435    0.00034104       3.3432
HLA-DMB            6   32902406   32908847     44       7  503       2.3911    0.00034104       2.3908
HLA-DMA            6   32916391   32920900     24       9  503       1.1603    0.00034104         1.16
BRD2               6   32936437   32949282     88      21  503       3.9155    0.00034104       3.9152
HLA-DOA            6   32971959   32977389     45      13  503       1.5412    0.00034104       1.5409
HLA-DPA1           6   33032346   33048555    300       9  503       3.0769    0.00034104       3.0765
HLA-DPB1           6   33043703   33057473    290      16  503       1.8478    0.00034104       1.8475
COL11A2            6   33130469   33160245     94      15  503       3.7154    0.00034104        3.715
RXRB               6   33161362   33168630     14       5  503       1.6765    0.00034104       1.6762
SLC39A7            6   33168603   33172214      5       3  503        1.138    0.00034104       1.1377
HSD17B8            6   33172414   33174608      8       3  503       1.4904    0.00034104         1.49
RING1              6   33176286   33180499      9       4  503       2.1363    0.00034104       2.1359
VPS52              6   33218049   33239723     59       9  503       0.7193    0.00034104      0.71896
RPS18              6   33239852   33244281     17       4  503      0.68542    0.00034104      0.68507
B3GALT4            6   33244917   33246602      3       2  503     -0.11774    0.00034104     -0.11808
WDR46              6   33246682   33257304     27       8  503       4.3489    0.00034104       4.3486
PFDN6              6   33257374   33258711      1       1  503       3.6158    0.00034104       3.6154
RGL2               6   33259431   33267386      5       3  503       1.7982    0.00034104       1.7978
TAPBP              6   33267471   33282164     30       6  503       4.2828    0.00034104       4.2825
ZBTB22             6   33282182   33285719      5       2  503       4.4062    0.00034104       4.4059
DAXX               6   33286335   33290793      9       4  503       4.1158    0.00034104       4.1155
KIFC1              6   33359301   33377701     48      12  503       5.3417    0.00034104       5.3413
PHF1               6   33378773   33384230     11       4  503       4.7864    0.00034104        4.786
CUTA               6   33384319   33386111      3       2  503        2.459    0.00034104       2.4587
SYNGAP1            6   33387847   33421466     56      15  503       5.9647    0.00034104       5.9643
ZBTB9              6   33422356   33425321      4       2  503       4.4704    0.00034104       4.4701
BAK1               6   33540323   33548072     22       6  503         3.92    0.00034104       3.9196
ITPR3              6   33587951   33664351    350      40  503       5.0617    0.00034104       5.0613
UQCC2              6   33664538   33679528     60       7  503       3.0313    0.00034104        3.031
IP6K3              6   33689415   33714762    110      19  503       4.5492    0.00034104       4.5489
LEMD2              6   33738990   33756906     69       9  503       3.6588    0.00034104       3.6585
MLN                6   33762449   33771793     36       7  503       2.5045    0.00034104       2.5042
GRM4               6   33989623   34123399    525      48  503    -0.023913    0.00034104    -0.024254
HMGA1              6   34204577   34214008     12       3  503      -1.4012    0.00034104      -1.4015
C6orf1             6   34214157   34216904      8       4  503      0.28768    0.00034104      0.28734
NUDT3              6   34254971   34360457    236      12  503     -0.50166    0.00034104       -0.502
RPS10-NUDT3        6   34254971   34393902    293      17  503     -0.17365    0.00034104     -0.17399
RPS10              6   34385231   34393902     16       5  503      0.47085    0.00034104      0.47051
PACSIN1            6   34433838   34503000    168      29  503       1.1393    0.00034104        1.139
SPDEF              6   34505579   34524110     49      12  503       1.8458    0.00034104       1.8455
C6orf106           6   34555065   34664625    224      19  503     -0.20444    0.00034104     -0.20478
SNRPC              6   34724871   34741634     62       9  503     -0.56084    0.00034104     -0.56118
UHRF1BP1           6   34759794   34845291    242      16  503     -0.57553    0.00034104     -0.57587
TAF11              6   34845555   34855908     25       7  503       1.2271    0.00034104       1.2268
ANKS1A             6   34857038   35085802    569      38  503      0.83077    0.00034104      0.83043
TCP11              6   35085848   35109187     77       9  503       1.1129    0.00034104       1.1126
SCUBE3             6   35181824   35220856     63      12  503     0.062733    0.00034104     0.062392
ZNF76              6   35226691   35263762     84      11  503     -0.08409    0.00034104    -0.084431
DEF6               6   35265595   35289548     50       9  503     -0.15529    0.00034104     -0.15563
PPARD              6   35310335   35395968    213      26  503     -0.06454    0.00034104    -0.064881
FANCE              6   35420116   35434918     53      10  503       -1.867    0.00034104      -1.8673
RPL10A             6   35436178   35438558     10       5  503     -0.86587    0.00034104     -0.86621
TEAD3              6   35441374   35464884     46      18  503     -0.60001    0.00034104     -0.60035
TULP1              6   35465651   35480715     53      11  503      -1.7168    0.00034104      -1.7171
FKBP5              6   35541362   35696360    300      23  503      -1.0375    0.00034104      -1.0378
ARMC12             6   35701567   35716690     28       7  503      0.31408    0.00034104      0.31374
CLPSL2             6   35744343   35747329      7       3  503     0.045779    0.00034104     0.045438
CLPSL1             6   35748831   35755841     34       5  503     -0.84104    0.00034104     -0.84138
CLPS               6   35762759   35765121     10       4  503      0.36675    0.00034104      0.36641
LHFPL5             6   35773071   35791852     38       4  503       1.0335    0.00034104       1.0332
SRPK1              6   35800811   35888957    196       9  503      0.82344    0.00034104       0.8231
SLC26A8            6   35911291   35992413    210      26  503       -1.294    0.00034104      -1.2943
MAPK14             6   35995412   36079013    204      19  503     -0.63613    0.00034104     -0.63647
MAPK13             6   36098261   36112301     20       6  503     -0.71446    0.00034104      -0.7148
BRPF3              6   36164408   36200567     44      11  503     -0.57319    0.00034104     -0.57354
PNPLA1             6   36210945   36276372    187      39  503       0.4387    0.00034104      0.43836
C6orf222           6   36283534   36304662     57      20  503      0.90136    0.00034104      0.90102
ETV7               6   36321998   36355577    133      32  503      -1.4462    0.00034104      -1.4466
PXT1               6   36358328   36410666    176      14  503     -0.48458    0.00034104     -0.48492
KCTD20             6   36410544   36458918    120      12  503     -0.46525    0.00034104     -0.46559
STK38              6   36461666   36515256    166      12  503     -0.51593    0.00034104     -0.51627
SRSF3              6   36562090   36572244     38       5  503     -0.28047    0.00034104     -0.28081
CDKN1A             6   36644237   36655116     38       9  503      -1.2643    0.00034104      -1.2647
RAB44              6   36665628   36700960    135      21  503      -2.5066    0.00034104       -2.507
CPNE5              6   36708549   36807220    365      61  503      -1.3422    0.00034104      -1.3426
PPIL1              6   36822605   36842800     67      13  503      0.28244    0.00034104       0.2821
C6orf89            6   36853640   36896740    125      11  503     -0.47709    0.00034104     -0.47743
PI16               6   36916039   36932613     57      10  503       -1.164    0.00034104      -1.1643
MTCH1              6   36935911   36954327     80      10  503       1.3053    0.00034104        1.305
FGD2               6   36973423   36996845     77      23  503      -1.2019    0.00034104      -1.2023
PIM1               6   37137922   37143204      5       2  503     -0.92594    0.00034104     -0.92628
TMEM217            6   37179954   37225931     72      16  503      0.79888    0.00034104      0.79854
TBC1D22B           6   37225528   37300746    158      13  503      0.46947    0.00034104      0.46913
RNF8               6   37321748   37362514     45      14  503       2.5135    0.00034104       2.5132
CMTR1              6   37400907   37450637     66      14  503      0.50381    0.00034104      0.50347
CCDC167            6   37450696   37467700     37      10  503      0.19249    0.00034104      0.19215
MDGA1              6   37600284   37665766    307      38  503     -0.25467    0.00034104     -0.25501
ZFAND3             6   37787272   38161637   1070      27  503      0.58848    0.00034104      0.58814
BTBD9              6   38136227   38608202   1241      80  503     -0.18809    0.00034104     -0.18843
GLO1               6   38643701   38670952     73      14  503     -0.18776    0.00034104      -0.1881
DNAH8              6   38683117   38998574   1207      59  503      -0.6798    0.00034104     -0.68014
GLP1R              6   39016557   39056657    189      25  503    -0.079604    0.00034104    -0.079945
SAYSD1             6   39071840   39082865     26       9  503      0.82894    0.00034104       0.8286
KCNK5              6   39156747   39197251    155      30  503      -1.0152    0.00034104      -1.0155
KCNK17             6   39266777   39282237     43      14  503      -1.5604    0.00034104      -1.5607
KCNK16             6   39282474   39290330     36       5  503     -0.24777    0.00034104     -0.24811
KIF6               6   39302876   39693181   1086      65  503      -1.4953    0.00034104      -1.4956
DAAM2              6   39760159   39872653    363      45  503      -1.8607    0.00034104       -1.861
MOCS1              6   39872034   39902290    104      19  503      -1.5847    0.00034104      -1.5851
LRFN2              6   40359373   40555126    779      49  503      0.58402    0.00034104      0.58368
UNC5CL             6   40994640   41006938     21       5  503      0.38203    0.00034104      0.38169
TSPO2              6   41010237   41012076      4       2  503      0.40995    0.00034104      0.40961
APOBEC2            6   41020940   41032630     25       4  503     -0.69202    0.00034104     -0.69236
OARD1              6   41034526   41040207     10       2  503     -0.85646    0.00034104     -0.85681
NFYA               6   41040707   41070146     61       9  503      -1.2387    0.00034104       -1.239
TREML1             6   41116998   41122087      5       1  503     -0.24165    0.00034104     -0.24199
TREM2              6   41126244   41130924      3       2  503     -0.53511    0.00034104     -0.53546
TREML2             6   41157552   41168925     47      10  503      -1.7126    0.00034104      -1.7129
TREML4             6   41196062   41206120     86       9  503      -1.1866    0.00034104       -1.187
TREM1              6   41242999   41254457     38       8  503      -1.2467    0.00034104       -1.247
NCR2               6   41303528   41318625     67      10  503     -0.34639    0.00034104     -0.34673
FOXP4              6   41514164   41570122    157      20  503       1.3796    0.00034104       1.3792
MDFI               6   41606194   41621984     78      15  503      -0.3338    0.00034104     -0.33414
TFEB               6   41651716   41703997    153      27  503     -0.15234    0.00034104     -0.15268
PGC                6   41704449   41715139     26      10  503       1.4264    0.00034104       1.4261
FRS3               6   41737914   41747643     20       7  503      0.90043    0.00034104      0.90009
PRICKLE4           6   41748500   41755110     24       7  503     -0.42365    0.00034104     -0.42399
TOMM6              6   41755181   41757634      4       2  503        1.436    0.00034104       1.4357
USP49              6   41757634   41863099    197      23  503      0.60777    0.00034104      0.60743
MED20              6   41873092   41888877     21       8  503       1.5553    0.00034104       1.5549
BYSL               6   41888965   41900784     19       7  503      0.54081    0.00034104      0.54047
CCND3              6   41902671   42016610    381      51  503     -0.28995    0.00034104     -0.29029
TAF8               6   42018251   42055093    143      28  503       1.6969    0.00034104       1.6965
C6orf132           6   42068857   42110715    159      30  503      -0.2914    0.00034104     -0.29175
GUCA1A             6   42123144   42147794    118      19  503     -0.14997    0.00034104     -0.15031
GUCA1B             6   42151022   42162694     53       5  503     -0.44544    0.00034104     -0.44578
MRPS10             6   42174539   42185633     50       5  503      0.25209    0.00034104      0.25175
TRERF1             6   42192669   42419943    517      42  503      -1.5026    0.00034104       -1.503
UBR2               6   42531748   42661243    214      22  503       1.4898    0.00034104       1.4895
PRPH2              6   42664333   42690692    101      12  503       1.2752    0.00034104       1.2748
TBCC               6   42712234   42713884      3       1  503     -0.76037    0.00034104     -0.76071
GLTSCR1L           6   42749790   42836296    133      15  503      0.76184    0.00034104       0.7615
RPL7L1             6   42847354   42857627     30       7  503      -1.5883    0.00034104      -1.5886
C6orf226           6   42858003   42858554      2       1  503     -0.13559    0.00034104     -0.13593
PTCRA              6   42883545   42893583     24       4  503      -1.2745    0.00034104      -1.2748
CNPY3              6   42896860   42911666     32       9  503      -1.3096    0.00034104      -1.3099
GNMT               6   42928500   42931618      9       3  503     -0.87536    0.00034104      -0.8757
PEX6               6   42931611   42946981     56       9  503     -0.96611    0.00034104     -0.96645
MEA1               6   42948082   42981947     98      15  503      0.11332    0.00034104      0.11298
PPP2R5D            6   42952218   42980083     81      13  503      0.02657    0.00034104     0.026229
KLHDC3             6   42981841   42989036     11       3  503     -0.69541    0.00034104     -0.69575
RRP36              6   42989385   42997337     16       4  503    -0.098668    0.00034104    -0.099009
CUL7               6   43005355   43021683     30       9  503       1.2605    0.00034104       1.2602
MRPL2              6   43021767   43028259     15       4  503      0.23986    0.00034104      0.23952
KLC4               6   43027372   43042833     46       8  503       1.3101    0.00034104       1.3097
PTK7               6   43044006   43129458    187      30  503       2.5604    0.00034104       2.5601
SRF                6   43138920   43149244     14       4  503       2.4278    0.00034104       2.4275
CUL9               6   43149913   43192325     88      13  503       4.1775    0.00034104       4.1771
DNPH1              6   43193367   43197211      8       4  503       2.4579    0.00034104       2.4576
TTBK1              6   43211222   43255997    121      19  503       2.4273    0.00034104        2.427
SLC22A7            6   43265737   43273276     13       5  503       3.5015    0.00034104       3.5012
CRIP3              6   43273211   43277005      3       1  503       1.9822    0.00034104       1.9819
ZNF318             6   43303808   43337181     46      10  503       4.5918    0.00034104       4.5915
ABCC10             6   43395282   43418163     52      15  503        1.251    0.00034104       1.2507
DLK2               6   43418090   43423786     11       3  503       1.3674    0.00034104       1.3671
TJAP1              6   43445261   43474294     62       8  503       3.3238    0.00034104       3.3235
LRRC73             6   43474703   43478081      5       2  503       3.4682    0.00034104       3.4679
YIPF3              6   43479565   43484728     11       4  503       3.6945    0.00034104       3.6942
POLR1C             6   43484777   43497114     18       5  503       3.0326    0.00034104       3.0322
XPO5               6   43490068   43543812     86      12  503       3.4969    0.00034104       3.4966
POLH               6   43543878   43588260     54      11  503       3.7771    0.00034104       3.7768
GTPBP2             6   43588218   43596977     11       4  503       3.2605    0.00034104       3.2602
MAD2L1BP           6   43597279   43608689     22       6  503       1.6811    0.00034104       1.6807
RSPH9              6   43612767   43638935     83      10  503       1.8837    0.00034104       1.8834
MRPS18A            6   43638934   43655549     42       8  503       1.7584    0.00034104       1.7581
VEGFA              6   43737946   43754224     47      13  503       1.9512    0.00034104       1.9509
C6orf223           6   43968337   43973695     26       6  503         -0.8    0.00034104     -0.80034
MRPL14             6   44081372   44095191     39       9  503       1.7904    0.00034104         1.79
TMEM63B            6   44094599   44123256    105      17  503       1.4109    0.00034104       1.4105
CAPN11             6   44126548   44152139     99      19  503     -0.80678    0.00034104     -0.80712
SLC29A1            6   44187242   44201888     25      12  503      -1.0164    0.00034104      -1.0167
HSP90AB1           6   44213903   44221625     32      10  503      0.80518    0.00034104      0.80484
SLC35B2            6   44221838   44225283      7       4  503      0.56867    0.00034104      0.56833
NFKBIE             6   44225903   44233525     17       7  503     -0.62939    0.00034104     -0.62973
TMEM151B           6   44238480   44247182     27       8  503      -1.2896    0.00034104        -1.29
TCTE1              6   44247248   44265458     75      10  503     -0.58607    0.00034104     -0.58641
AARS2              6   44266463   44281094     44      10  503     -0.27813    0.00034104     -0.27847
SPATS1             6   44310383   44344904     89      11  503     0.088844    0.00034104     0.088503
CDC5L              6   44355251   44418161    140      22  503      -1.2481    0.00034104      -1.2484
SUPT3H             6   44794467   45345788   1764      29  503    -0.050058    0.00034104    -0.050399
RUNX2              6   45296054   45518819    531      47  503    -0.028584    0.00034104    -0.028925
CLIC5              6   45866188   46048085    569      58  503     -0.83344    0.00034104     -0.83378
ENPP4              6   46097701   46114436     44       5  503      0.99513    0.00034104      0.99479
ENPP5              6   46126922   46138737     36       5  503      0.81553    0.00034104      0.81519
RCAN2              6   46188467   46459804    520      27  503        -1.53    0.00034104      -1.5303
CYP39A1            6   46517317   46620567    269      20  503      0.60588    0.00034104      0.60554
SLC25A27           6   46620652   46645927     36       7  503      0.86075    0.00034104      0.86041
TDRD6              6   46655612   46672056     14       7  503     -0.23002    0.00034104     -0.23036
PLA2G7             6   46672053   46703430     52      12  503      0.33065    0.00034104      0.33031
ANKRD66            6   46714654   46726955     28       9  503    -0.038495    0.00034104    -0.038836
MEP1A              6   46761094   46807519    128      14  503     0.086545    0.00034104     0.086204
ADGRF5             6   46820242   46922681    348      37  503      0.18434    0.00034104        0.184
